inventory_id,product_id,store_id,stock_quantity,reorder_level,last_restock_date
1830,117,6,836,77,2024-06-23
1831,79,4,703,51,2024-01-26
1832,237,27,887,53,2024-07-07
1833,276,20,425,115,2023-11-13
1834,9999,999,-45,99,2024-08-29
1835,214,15,188,89,2023-03-15
1836,199,11,721,60,2024-01-11
1837,158,25,555,58,2023-10-18
1838,326,25,125,92,2023-07-11
1839,179,34,299,130,2024-07-16
1840,177,5,254,135,2024-03-12
1841,84,12,671,23,2024-07-23
1842,266,28,499,74,2024-12-04
1843,337,14,803,116,2023-01-03
1844,20,4,550,95,2023-02-01
1845,267,25,301,32,2023-02-23
1846,168,21,809,109,2023-09-28
1847,138,11,838,37,2024-11-05
1848,258,8,805,72,2023-05-11
1849,348,31,213,47,2023-12-28
1850,272,30,847,133,2024-11-19
1851,218,16,377,92,2024-04-08
1852,223,32,,97,2023-08-05
1853,289,29,724,108,2023-06-11
1854,115,14,851,145,2023-12-08
1855,169,30,216,139,2024-05-11
1856,279,4,803,59,2023-01-29
1857,242,27,69,122,2023-11-17
1858,153,10,781,59,2024-07-15
1859,319,2,884,102,2024-05-27
1860,189,31,319,141,2023-12-11
1861,308,34,53,54,2023-11-13
1862,140,9,335,27,2024-11-27
1863,136,16,186,147,2024-11-07
1864,185,4,365,48,2023-11-01
1865,258,26,522,85,2023-02-12
1866,226,4,268,20,2023-02-21
1867,73,14,533,71,2023-03-30
1868,154,24,278,91,2024-10-12
1869,148,4,284,63,2023-01-17
1870,77,18,666,25,2023-07-05
1871,22,23,405,79,2024-05-30
1872,9999,999,-25,133,2024-12-05
1873,280,21,400,60,2023-07-26
1874,9999,999,-14,91,2024-05-05
1875,248,24,250,88,2023-04-06
1876,67,15,118,92,2024-06-09
1877,220,3,566,117,2023-09-18
1878,168,1,617,143,2024-10-10
1879,333,29,-17,82,2023-12-15
1880,213,1,325,127,2024-07-15
1881,332,3,428,73,2024-06-17
1882,287,9,882,147,2024-10-04
1883,91,33,884,32,2024-05-28
1884,112,35,313,105,2024-10-14
1885,239,17,990,61,2023-09-16
1886,12,5,854,123,2024-10-16
1887,314,12,359,147,2023-01-25
1888,112,24,253,101,2024-10-23
1889,13,27,672,142,2023-08-20
1890,314,23,953,22,2023-06-12
1891,150,24,717,39,2024-09-07
1892,116,20,778,138,2023-01-05
1893,20,35,579,98,2024-03-17
1894,27,35,268,54,2024-07-28
1895,244,15,439,95,2024-05-23
1896,4,11,123,67,2024-10-22
1897,358,29,95,84,2023-01-18
1898,173,15,60,141,2023-08-30
1899,354,14,460,37,2023-02-05
1900,100,13,655,130,2023-09-05
1901,260,10,165,114,2024-04-13
1902,47,26,690,130,2023-12-09
1903,65,5,984,142,2024-10-18
1904,350,12,937,108,2024-02-23
1905,276,19,880,49,2024-02-20
1906,294,15,180,81,2024-01-24
1907,161,26,874,139,2024-01-31
1908,138,21,573,150,2023-10-26
1909,162,24,548,50,2024-08-29
1910,50,30,566,108,2024-12-08
1911,188,23,737,140,2023-12-23
1912,91,18,400,91,2024-12-20
1913,14,22,731,28,2024-10-10
1914,135,26,960,50,2024-12-12
1915,216,34,556,116,2024-09-10
1916,326,10,898,63,2023-01-15
1917,229,3,212,63,2023-03-31
1918,175,18,939,48,2024-09-03
1919,137,14,63,26,2023-05-30
1920,85,16,590,130,2023-11-06
1921,281,9,205,146,2024-07-30
1922,280,5,,147,2024-03-22
1923,157,10,291,22,2023-08-28
1924,295,30,172,143,2024-05-07
1925,204,4,471,85,2023-11-18
1926,80,1,795,67,2024-05-18
1927,102,28,733,100,2024-05-07
1928,257,5,768,143,2023-04-28
1929,45,35,705,118,2024-05-03
1930,232,14,405,25,2023-02-03
1931,55,23,640,129,2023-07-18
1932,171,26,143,79,2023-11-09
1933,2,33,969,65,2024-10-12
1934,45,27,628,137,2023-06-12
1935,46,10,418,28,2023-01-23
1936,225,26,829,20,2023-09-23
1937,78,4,590,105,2023-04-24
1938,299,13,830,93,2024-02-08
1939,66,1,282,139,2023-08-29
1940,153,31,90,128,2023-01-27
1941,113,23,293,148,2024-04-03
1942,16,34,74,98,2024-03-23
1943,41,13,-24,77,2023-01-06
1944,136,32,103,22,2023-08-29
1945,315,19,44,24,2023-03-20
1946,244,16,320,70,2024-03-14
1947,90,29,142,95,2023-03-19
1948,146,17,786,24,2023-10-17
1949,354,18,529,137,2023-03-06
1950,195,16,202,109,2023-06-16
1951,345,18,324,111,2024-07-18
1952,40,13,651,49,2023-05-25
1953,212,34,730,96,2023-08-06
1954,263,26,794,75,2023-04-26
1955,6,14,246,144,2023-10-09
1956,52,11,472,125,2024-12-28
1957,276,7,413,99,2024-12-20
1958,147,12,245,57,2023-01-14
1959,332,14,602,75,2024-04-25
1960,178,8,513,69,2024-11-03
1961,346,34,135,25,2023-10-15
1962,68,19,326,32,2024-02-22
1963,212,13,176,87,2024-07-28
1964,212,3,953,141,2023-12-18
1965,31,11,386,27,2023-11-22
1966,241,30,,129,2024-05-29
1967,56,18,170,72,2023-12-06
1968,91,25,911,139,2024-07-11
1969,98,1,565,39,2023-05-03
1970,247,15,973,150,2024-12-01
1971,311,2,655,41,2024-10-30
1972,301,29,631,99,2023-09-16
1973,232,14,978,35,2023-01-19
1974,73,2,637,149,2023-12-14
1975,143,11,386,103,2023-04-18
1976,196,8,836,63,2024-05-30
1977,228,14,871,23,2023-05-29
1978,184,6,367,102,2024-07-27
1979,90,22,,92,2024-07-01
1980,273,2,695,27,2024-09-02
1981,207,32,471,135,2023-08-20
1982,163,6,412,38,2024-05-16
1983,100,25,396,22,2024-09-08
1984,233,25,576,117,2023-11-13
1985,29,9,307,148,2024-02-07
1986,233,3,298,36,2024-03-30
1987,27,15,842,38,2023-12-11
1988,218,4,705,23,2024-02-11
1989,73,29,736,59,2023-06-14
1990,233,22,339,99,2023-06-23
1991,298,1,263,33,2024-04-16
1992,140,28,983,126,2024-04-21
1993,195,9,106,78,2023-12-13
1994,173,23,511,134,2023-03-31
1995,182,3,1,43,2023-11-04
1996,196,35,537,89,2023-06-27
1997,26,26,194,51,2023-05-05
1998,353,15,652,94,2024-10-15
1999,131,30,602,63,2024-12-31
2000,224,26,359,48,2024-07-24
2001,189,6,148,20,2023-01-24
2002,74,19,170,123,2023-01-31
2003,73,1,185,26,2023-09-05
2004,206,28,433,22,2024-11-03
2005,194,26,176,129,2023-05-23
2006,233,33,866,95,2024-05-20
2007,230,23,175,131,2023-06-23
2008,122,5,745,67,2023-05-23
2009,80,25,8,58,2023-10-10
2010,327,7,316,126,2024-11-23
2011,342,28,155,28,2024-11-23
2012,171,4,75,137,2023-11-21
2013,324,1,891,135,2024-04-16
2014,236,17,672,32,2023-05-29
2015,163,7,406,100,2023-11-07
2016,241,26,908,69,2023-11-05
2017,309,10,300,104,2023-08-19
2018,306,27,43,40,2023-08-26
2019,325,27,942,48,2024-10-17
2020,162,7,702,39,2023-02-16
2021,205,4,733,69,2024-04-15
2022,62,1,173,55,2023-10-14
2023,281,21,418,108,2023-07-24
2024,251,30,174,96,2023-11-02
2025,102,13,942,129,2024-02-14
2026,188,6,707,33,2024-04-17
2027,16,6,508,77,2024-02-24
2028,315,23,134,42,2023-08-08
2029,218,31,450,45,2024-03-16
2030,49,21,713,28,2023-01-14
2031,124,15,984,116,2024-06-06
2032,147,9,-34,22,2024-10-03
2033,261,30,681,113,2023-02-15
2034,280,11,517,109,2023-03-16
2035,92,33,440,27,2024-05-26
2036,34,26,771,32,2023-08-29
2037,161,31,910,51,2023-07-20
2038,71,29,485,110,2023-07-09
2039,242,23,368,133,2024-04-08
2040,212,31,59,91,2023-03-19
2041,39,4,90,54,2024-08-03
2042,295,13,254,30,2024-04-25
2043,22,24,856,127,2023-11-01
2044,91,27,530,74,2024-06-29
2045,200,5,18,36,2023-11-09
2046,333,10,813,95,2023-12-01
2047,275,24,374,22,2024-03-09
2048,281,25,705,29,2024-12-31
2049,344,7,649,78,2023-02-09
2050,69,7,141,39,2023-10-15
2051,324,5,764,28,2023-02-07
2052,186,9,554,60,2023-03-23
2053,128,9,94,54,2023-06-29
2054,169,21,519,106,2024-07-11
2055,20,6,395,133,2024-03-03
2056,192,22,470,114,2024-12-10
2057,157,15,804,94,2024-12-14
2058,215,26,477,125,2023-12-11
2059,196,11,98,129,2023-07-21
2060,208,35,136,82,2023-05-19
2061,346,32,796,82,2023-04-15
2062,144,21,679,87,2023-12-21
2063,74,32,152,139,2024-01-27
2064,8,34,95,95,2024-04-04
2065,149,13,788,134,2023-06-13
2066,229,6,315,100,2023-06-29
2067,187,12,933,145,2023-11-25
2068,188,14,667,143,2023-11-21
2069,30,7,237,75,2024-07-13
2070,171,3,298,136,2023-05-05
2071,239,27,748,144,2024-05-12
2072,193,17,455,122,2024-05-04
2073,349,6,992,86,2024-12-14
2074,106,29,442,43,2023-09-04
2075,299,20,426,126,2024-04-22
2076,290,21,368,87,2024-03-02
2077,63,29,,90,2024-07-26
2078,162,4,500,118,2024-10-06
2079,98,5,908,37,2023-05-16
2080,297,32,720,120,2023-12-26
2081,198,33,822,113,2023-06-09
2082,63,31,104,31,2024-02-05
2083,252,16,302,36,2024-11-17
2084,71,25,80,143,2024-10-12
2085,222,7,626,96,2023-10-05
2086,8,20,990,144,2023-08-26
2087,139,5,303,93,2024-10-16
2088,114,30,854,71,2023-06-14
2089,13,20,716,71,2023-12-24
2090,155,7,167,116,2023-09-22
2091,349,2,962,90,2024-04-01
2092,201,7,299,133,2023-08-18
2093,276,30,572,120,2024-07-22
2094,54,27,31,112,2024-01-27
2095,266,8,526,106,2024-12-15
2096,76,4,248,123,2024-06-06
2097,162,11,691,138,2023-10-10
2098,149,9,120,24,2024-07-27
2099,88,12,-28,140,2024-12-04
2100,324,12,64,60,2024-10-11
2101,150,8,101,105,2024-06-16
2102,358,16,294,44,2024-06-22
2103,352,21,344,138,2024-01-12
2104,308,23,850,85,2023-02-13
2105,60,34,910,90,2023-06-26
2106,163,10,242,29,2024-03-28
2107,110,34,190,99,2024-07-16
2108,239,5,375,101,2024-04-28
2109,310,8,159,109,2024-09-11
2110,141,11,337,112,2023-10-30
2111,53,18,849,106,2024-08-01
2112,36,5,307,119,2024-12-09
2113,242,11,387,135,2023-09-24
2114,132,30,633,91,2024-12-24
2115,94,32,335,108,2024-10-21
2116,61,4,100,123,2023-11-24
2117,26,23,752,148,2024-08-25
2118,306,14,785,82,2024-07-25
2119,308,6,843,135,2024-08-28
2120,320,24,73,105,2024-09-08
2121,4,30,557,35,2024-05-02
2122,273,3,657,146,2023-06-05
2123,327,30,853,111,2024-01-06
2124,92,16,6,77,2023-09-12
2125,9999,999,-45,117,2023-03-14
2126,21,29,-13,108,2023-06-28
2127,66,9,150,48,2024-05-01
2128,224,34,298,48,2023-02-04
2129,271,16,683,30,2023-11-07
2130,136,26,358,144,2023-07-12
2131,32,32,433,75,2024-01-11
2132,133,14,745,53,2024-02-09
2133,171,33,307,121,2023-01-05
2134,320,4,,107,2024-08-23
2135,335,1,540,108,2024-01-20
2136,36,23,376,148,2024-12-18
2137,166,31,919,147,2023-04-08
2138,334,14,594,40,2023-11-03
2139,172,31,954,119,2023-09-28
2140,347,20,750,84,2024-12-08
2141,359,25,880,63,2023-04-29
2142,46,4,573,52,2023-11-22
2143,300,1,360,111,2024-09-23
2144,340,22,311,79,2023-01-06
2145,218,33,,77,2023-01-03
2146,349,18,744,147,2024-12-13
2147,334,35,976,81,2023-08-25
2148,194,4,537,93,2023-02-21
2149,221,6,88,140,2024-02-15
2150,149,33,562,95,2024-06-02
2151,39,17,304,150,2023-08-22
2152,180,3,128,59,2023-12-03
2153,313,14,103,145,2024-04-03
2154,17,30,360,72,2023-04-26
2155,314,18,737,139,2023-02-05
2156,94,31,104,31,2023-07-10
2157,94,19,476,27,2024-04-03
2158,208,16,494,61,2023-07-19
2159,128,7,531,92,2024-09-23
2160,43,26,678,127,2024-03-04
2161,193,16,422,66,2024-07-31
2162,59,10,648,37,2023-04-26
2163,337,16,370,58,2024-12-14
2164,267,21,123,137,2024-07-27
2165,102,21,804,124,2024-03-25
2166,214,19,383,41,2023-11-29
2167,144,19,768,75,2023-02-14
2168,263,30,630,119,2023-05-12
2169,57,3,604,149,2023-04-14
2170,26,31,132,66,2023-01-09
2171,168,11,132,65,2023-08-10
2172,205,10,461,106,2023-04-22
2173,353,8,298,36,2023-12-09
2174,144,34,889,27,2024-09-04
2175,254,17,902,58,2023-05-09
2176,84,12,775,34,2023-08-08
2177,277,4,743,109,2024-04-01
2178,185,30,370,26,2024-12-10
2179,23,4,,35,2023-12-14
2180,9999,999,-19,21,2024-07-19
2181,239,3,434,74,2023-06-19
2182,207,15,394,102,2023-09-06
2183,162,7,172,116,2023-07-27
2184,290,27,350,35,2024-04-04
2185,111,27,384,51,2023-06-22
2186,341,22,220,140,2024-05-10
2187,142,3,994,89,2024-12-24
2188,290,21,948,144,2024-05-13
2189,6,26,413,111,2024-07-16
2190,240,12,521,103,2024-03-08
2191,42,9,181,75,2023-03-08
2192,157,18,572,47,2024-07-11
2193,69,24,804,26,2023-06-15
2194,109,9,150,112,2023-02-11
2195,257,14,728,96,2023-10-25
2196,176,2,901,63,2023-06-13
2197,182,18,593,90,2024-02-03
2198,127,4,45,78,2024-08-13
2199,64,19,646,109,2024-08-31
2200,314,9,990,30,2024-11-14
2201,107,11,116,134,2023-07-07
2202,327,4,233,56,2024-10-17
2203,319,35,727,142,2023-05-20
2204,278,21,789,84,2024-09-21
2205,165,4,,34,2023-03-09
2206,297,35,85,79,2023-07-15
2207,356,16,208,38,2024-01-07
2208,123,29,428,77,2023-12-17
2209,183,19,424,24,2024-05-01
2210,358,25,226,71,2023-12-11
2211,121,2,942,59,2024-02-01
2212,303,17,51,138,2023-10-23
2213,319,15,968,146,2023-03-28
2214,327,22,526,31,2023-02-14
2215,76,11,,108,2023-12-28
2216,232,26,-46,65,2024-01-27
2217,225,32,184,99,2023-04-02
2218,315,13,471,98,2024-10-05
2219,102,14,648,132,2024-04-05
2220,351,2,941,137,2023-08-10
2221,243,13,118,86,2023-11-16
2222,93,20,654,59,2024-11-18
2223,31,19,660,116,2023-01-19
2224,139,6,5,83,2023-11-05
2225,152,5,735,87,2023-01-09
2226,289,35,2,24,2023-05-01
2227,336,35,206,34,2023-06-15
2228,16,13,161,45,2023-10-13
2229,166,13,761,104,2023-10-06
2230,125,19,862,86,2023-10-08
2231,347,16,973,103,2023-10-15
2232,164,22,507,110,2024-12-17
2233,128,32,753,71,2024-10-24
2234,322,21,829,115,2023-04-26
2235,291,7,706,44,2023-06-09
2236,41,29,945,28,2024-01-07
2237,77,2,268,40,2023-02-06
2238,159,12,154,109,2023-02-13
2239,156,16,279,20,2023-04-12
2240,74,31,419,114,2023-02-13
2241,344,20,23,71,2024-01-10
2242,164,19,467,52,2024-05-12
2243,217,34,399,41,2024-07-21
2244,109,17,587,71,2023-07-08
2245,110,27,170,76,2024-10-06
2246,39,9,42,113,2024-03-02
2247,98,3,215,88,2024-02-10
2248,333,30,82,49,2023-09-03
2249,104,15,856,40,2023-06-17
2250,127,21,641,95,2024-09-08
2251,73,22,842,87,2024-04-04
2252,270,16,172,57,2023-02-14
2253,135,27,31,28,2024-10-15
2254,1,23,204,63,2024-10-18
2255,122,18,994,71,2024-10-27
2256,56,6,589,49,2023-02-18
2257,34,19,529,68,2024-05-16
2258,213,21,75,53,2024-11-07
2259,260,11,-16,143,2023-06-25
2260,229,35,855,69,2024-06-19
2261,10,17,766,85,2024-02-22
2262,246,22,,62,2024-08-25
2263,324,25,781,75,2024-01-18
2264,164,14,678,54,2024-06-12
2265,153,7,169,125,2023-03-19
2266,35,33,696,90,2024-11-05
2267,180,11,429,46,2023-08-09
2268,324,14,739,132,2023-09-10
2269,240,19,51,49,2023-05-14
2270,113,14,756,108,2024-04-20
2271,211,29,941,47,2024-03-30
2272,320,27,260,134,2023-08-04
2273,343,27,136,49,2023-07-21
2274,324,26,691,94,2023-07-27
2275,251,21,94,78,2024-12-03
2276,320,24,69,143,2023-12-09
2277,316,7,964,69,2024-06-09
2278,282,7,143,55,2023-06-01
2279,126,20,17,50,2023-11-07
2280,214,9,936,137,2024-02-12
2281,19,14,962,67,2023-09-11
2282,53,28,941,34,2024-02-07
2283,2,29,-18,137,2024-03-17
2284,318,18,543,50,2023-10-22
2285,209,31,20,67,2024-11-09
2286,262,8,367,87,2024-10-27
2287,175,17,699,61,2024-10-27
2288,184,14,155,59,2024-07-28
2289,293,23,625,143,2023-08-02
2290,218,19,991,58,2023-12-23
2291,67,31,187,120,2024-01-01
2292,24,24,233,114,2024-03-21
2293,356,35,622,85,2023-10-08
2294,246,22,494,132,2023-04-28
2295,12,28,255,21,2024-09-08
2296,93,13,446,133,2024-02-04
2297,322,10,473,58,2023-06-07
2298,333,26,367,110,2023-06-27
2299,9,4,627,76,2024-02-28
2300,241,15,687,114,2023-05-12
2301,322,11,,114,2024-07-04
2302,87,30,365,140,2024-01-02
2303,310,20,584,60,2024-12-24
2304,280,29,119,22,2024-04-06
2305,13,9,261,144,2023-08-06
2306,157,17,648,135,2023-01-13
2307,71,13,-26,88,2023-12-08
2308,275,13,666,34,2023-01-01
2309,319,35,850,133,2024-02-05
2310,9,13,632,117,2024-03-29
2311,230,19,482,101,2023-03-27
2312,102,19,741,147,2024-02-19
2313,313,12,647,97,2024-11-20
2314,231,5,525,22,2023-09-22
2315,234,6,993,129,2023-11-23
2316,22,35,218,37,2024-02-11
2317,329,8,518,132,2023-12-24
2318,328,14,31,149,2023-06-06
2319,118,9,154,122,2024-11-05
2320,262,28,1,86,2024-01-16
2321,161,34,16,59,2024-04-10
2322,303,26,293,145,2023-12-25
2323,68,26,142,127,2024-01-25
2324,252,2,776,67,2024-09-12
2325,345,21,972,134,2024-09-09
2326,249,6,269,82,2023-10-29
2327,212,10,18,142,2023-01-09
2328,331,4,84,76,2024-01-01
2329,37,21,963,63,2024-07-07
2330,359,24,233,138,2024-03-18
2331,76,17,43,74,2023-02-13
2332,286,9,392,99,2023-03-18
2333,58,29,21,57,2023-01-04
2334,285,26,397,55,2024-02-18
2335,297,22,657,145,2024-10-23
2336,54,20,887,26,2024-01-06
2337,271,11,602,87,2024-07-07
2338,244,7,,68,2023-08-05
2339,290,10,359,112,2024-07-22
2340,313,8,793,51,2024-06-30
2341,265,5,55,56,2024-02-10
2342,112,25,594,90,2023-10-03
2343,73,7,483,138,2023-10-22
2344,21,23,471,139,2023-06-26
2345,54,2,400,101,2024-05-26
2346,179,26,234,124,2024-11-25
2347,291,18,74,116,2023-06-20
2348,105,8,562,93,2024-02-10
2349,9999,999,-49,120,2023-09-18
2350,9999,999,-39,51,2023-01-10
2351,232,12,0,106,2023-09-09
2352,16,10,446,52,2023-12-27
2353,165,12,167,125,2024-02-13
2354,287,30,637,29,2023-10-02
2355,147,7,868,30,2024-05-27
2356,70,24,108,80,2023-05-31
2357,114,4,803,136,2023-09-09
2358,355,17,15,140,2023-03-02
2359,85,6,244,66,2024-05-10
2360,317,16,41,133,2023-03-08
2361,90,18,5,130,2023-04-12
2362,30,7,483,127,2024-06-02
2363,345,33,931,62,2023-09-26
2364,9999,999,-35,43,2023-11-01
2365,137,6,445,139,2024-02-25
2366,117,24,149,79,2024-10-03
2367,124,12,394,112,2023-03-02
2368,225,26,371,117,2024-07-24
2369,129,20,883,99,2023-11-02
2370,239,27,994,48,2023-04-10
2371,1,15,201,114,2024-09-14
2372,347,7,537,139,2024-11-26
2373,320,8,492,42,2024-07-09
2374,62,6,299,75,2024-03-16
2375,157,27,100,80,2023-10-09
2376,128,28,966,119,2024-09-11
2377,146,9,558,55,2023-10-05
2378,330,24,211,120,2024-10-02
2379,30,24,755,133,2024-07-18
2380,317,11,325,36,2023-11-08
2381,180,30,601,107,2023-04-05
2382,221,19,,55,2024-02-01
2383,186,35,551,148,2023-07-24
2384,245,25,317,40,2024-09-26
2385,352,15,710,75,2024-10-08
2386,160,25,944,24,2024-03-03
2387,98,32,774,35,2023-01-05
2388,334,16,37,20,2023-03-24
2389,357,11,653,104,2023-12-26
2390,282,16,122,53,2024-01-11
2391,9999,999,-7,120,2024-09-06
2392,95,35,630,38,2024-06-21
2393,210,26,745,143,2024-09-27
2394,88,33,393,104,2024-03-16
2395,76,25,490,123,2024-11-27
2396,88,7,20,24,2024-11-04
2397,142,5,928,86,2024-10-26
2398,181,9,937,45,2023-11-02
2399,302,7,410,102,2023-10-11
2400,140,4,181,28,2023-02-12
2401,127,20,649,148,2023-06-04
2402,53,6,377,83,2024-04-03
2403,311,23,244,113,2024-11-22
2404,41,6,256,100,2024-03-16
2405,261,17,664,39,2023-11-02
2406,311,7,954,116,2023-06-24
2407,259,12,509,69,2023-12-25
2408,148,28,314,96,2023-10-28
2409,297,10,523,66,2023-01-15
2410,37,35,856,43,2024-03-19
2411,347,30,448,38,2024-07-03
2412,117,13,116,56,2023-01-01
2413,210,14,924,127,2023-06-09
2414,113,5,712,93,2024-09-26
2415,233,10,767,133,2023-01-03
2416,340,6,422,73,2024-12-26
2417,221,32,50,121,2023-02-20
2418,14,22,737,67,2023-11-14
2419,109,17,129,120,2024-11-19
2420,342,7,,95,2024-05-31
2421,241,32,845,61,2023-09-27
2422,93,35,817,43,2024-07-19
2423,355,31,316,30,2023-01-13
2424,289,17,,83,2024-09-01
2425,163,4,873,140,2024-07-31
2426,9999,999,-1,36,2023-05-07
2427,9999,999,-10,86,2023-02-24
2428,196,16,826,91,2024-03-20
2429,272,6,953,48,2023-07-17
2430,358,5,167,87,2023-10-14
2431,58,29,152,135,2024-09-25
2432,142,30,308,95,2024-09-05
2433,325,6,281,81,2023-04-22
2434,1,7,339,47,2023-03-18
2435,255,14,975,135,2023-12-17
2436,215,35,449,134,2023-05-21
2437,345,2,710,100,2023-02-17
2438,186,33,178,85,2024-03-10
2439,290,17,35,26,2024-06-03
2440,200,23,311,140,2024-12-14
2441,340,9,90,72,2024-04-14
2442,85,6,816,45,2023-07-06
2443,10,12,367,102,2024-08-30
2444,122,33,483,127,2023-07-28
2445,217,26,684,137,2023-05-13
2446,252,4,181,98,2023-02-22
2447,141,6,343,40,2023-11-14
2448,161,3,45,124,2024-10-15
2449,159,31,347,27,2023-09-17
2450,38,3,951,105,2023-09-11
2451,321,30,732,96,2023-05-15
2452,169,23,26,97,2023-11-16
2453,313,17,821,139,2024-06-27
2454,269,6,61,137,2023-04-28
2455,102,14,207,105,2023-06-19
2456,68,16,473,34,2023-08-27
2457,126,32,43,98,2023-05-30
2458,253,9,600,29,2024-08-28
2459,63,27,788,122,2024-03-26
2460,299,25,520,131,2024-05-07
2461,95,23,786,71,2023-07-08
2462,55,5,471,56,2023-12-13
2463,148,16,141,31,2024-04-23
2464,243,11,947,123,2024-07-27
2465,101,10,255,37,2024-03-01
2466,145,6,340,77,2024-06-08
2467,302,18,680,86,2024-12-02
2468,344,17,719,96,2023-01-19
2469,159,35,667,47,2023-08-27
2470,17,19,968,141,2024-07-04
2471,3,19,433,147,2024-09-10
2472,130,16,729,55,2024-03-30
2473,132,33,166,37,2024-06-26
2474,126,9,8,95,2024-05-08
2475,295,29,81,45,2023-09-04
2476,314,35,-30,137,2024-09-17
2477,330,35,420,81,2024-11-04
2478,258,19,395,148,2024-04-26
2479,176,25,396,145,2023-12-25
2480,131,25,891,98,2024-02-19
2481,1,6,73,134,2024-09-10
2482,82,11,759,146,2024-04-23
2483,343,32,563,147,2023-11-05
2484,328,20,458,130,2023-06-27
2485,239,10,588,127,2023-01-06
2486,50,31,435,109,2024-05-17
2487,335,19,73,84,2023-05-14
2488,337,9,508,54,2024-03-23
2489,216,6,190,111,2024-10-15
2490,282,35,670,54,2024-11-23
2491,170,33,492,80,2023-02-07
2492,356,32,543,112,2024-12-08
2493,114,30,971,123,2023-03-28
2494,185,19,45,123,2024-05-15
2495,231,24,,70,2024-05-23
2496,130,5,973,24,2024-02-25
2497,331,21,973,109,2024-05-20
2498,289,33,634,31,2023-06-22
2499,227,29,935,109,2024-05-05
2500,77,18,894,109,2023-11-04
2501,358,34,225,84,2023-09-28
2502,298,31,974,47,2023-05-01
2503,237,28,422,95,2024-02-29
2504,235,13,936,104,2023-04-07
2505,9999,999,-5,110,2023-12-06
2506,195,21,131,146,2024-07-12
2507,267,7,416,40,2023-02-20
2508,245,16,-15,83,2024-08-22
2509,276,4,,63,2024-12-20
2510,178,4,671,77,2023-10-29
2511,108,19,,40,2023-12-31
2512,157,9,334,105,2024-01-30
2513,250,25,381,48,2023-06-27
2514,315,31,310,68,2023-08-07
2515,227,1,544,147,2023-01-30
2516,333,28,172,139,2023-12-03
2517,230,25,260,89,2023-10-17
2518,45,22,585,72,2024-06-30
2519,351,20,875,53,2023-02-04
2520,343,12,308,121,2023-07-23
2521,266,30,-41,45,2023-12-14
2522,107,13,405,38,2023-09-15
2523,34,31,551,150,2023-10-17
2524,348,29,,99,2023-08-17
2525,317,15,48,40,2023-10-27
2526,49,28,891,76,2023-10-04
2527,249,11,746,22,2023-12-22
2528,166,16,867,65,2024-10-20
2529,76,27,733,71,2024-06-27
2530,254,28,426,45,2024-05-22
2531,137,17,866,104,2023-10-29
2532,193,27,211,121,2023-03-03
2533,319,22,583,112,2023-03-08
2534,60,25,,23,2023-06-28
2535,59,28,498,47,2024-01-16
2536,67,31,27,72,2024-02-16
2537,293,2,592,122,2023-02-17
2538,155,5,996,112,2024-03-29
2539,207,29,641,93,2023-10-21
2540,167,7,632,86,2024-06-23
2541,99,3,982,114,2023-06-22
2542,297,22,785,133,2023-11-05
2543,239,2,129,29,2024-01-23
2544,31,25,793,92,2024-05-26
2545,67,4,753,135,2024-10-01
2546,180,29,73,99,2024-04-25
2547,312,9,323,77,2024-08-20
2548,165,5,31,81,2023-04-22
2549,208,8,275,107,2024-09-21
2550,253,32,134,59,2023-12-18
2551,81,4,884,116,2023-03-27
2552,336,12,354,26,2023-10-14
2553,132,5,312,24,2023-04-27
2554,304,6,716,106,2024-11-13
2555,357,18,399,56,2024-04-14
2556,158,33,236,75,2023-09-02
2557,73,7,614,139,2023-05-08
2558,205,34,444,82,2023-08-14
2559,322,10,56,103,2024-12-09
2560,50,13,986,40,2023-08-09
2561,166,7,64,59,2023-04-26
2562,154,23,133,90,2023-06-14
2563,50,18,495,71,2024-08-01
2564,342,18,652,49,2023-01-29
2565,350,8,436,53,2024-08-21
2566,197,31,227,48,2024-12-01
2567,292,15,804,107,2024-09-11
2568,327,15,667,76,2024-05-21
2569,236,8,407,34,2024-03-15
2570,48,7,295,94,2023-05-03
2571,358,10,722,116,2024-02-17
2572,58,29,656,140,2024-07-14
2573,185,34,656,149,2024-03-18
2574,78,20,754,142,2024-03-17
2575,214,23,449,121,2023-02-07
2576,153,10,204,103,2024-05-04
2577,123,13,751,128,2023-04-04
2578,312,3,596,20,2023-11-17
2579,271,7,523,115,2023-03-26
2580,7,34,520,95,2024-06-11
2581,84,22,333,51,2023-02-01
2582,122,1,153,39,2024-06-06
2583,252,8,405,139,2024-06-08
2584,38,25,632,124,2023-07-30
2585,205,15,573,33,2023-10-17
2586,290,9,442,54,2023-07-10
2587,90,32,894,67,2023-12-03
2588,9999,999,-29,118,2023-01-31
2589,175,30,218,84,2023-04-21
2590,346,25,549,119,2024-03-18
2591,135,14,347,34,2023-05-17
2592,322,33,55,63,2024-11-10
2593,57,23,703,67,2024-03-08
2594,101,31,783,138,2023-05-19
2595,78,7,145,144,2023-05-15
2596,163,35,341,87,2023-07-27
2597,41,26,45,145,2024-11-08
2598,326,34,883,53,2023-05-25
2599,280,1,58,70,2023-10-25
2600,73,9,30,110,2024-03-19
2601,155,13,840,30,2023-11-01
2602,238,33,377,37,2023-12-29
2603,205,1,401,55,2024-05-21
