order_id,customer_id,store_id,order_date,payment_method,order_status,discount_pct,total_amount_inr
3133,1116,32,2023-07-01,Credit Card,Cancelled,0,18014.68
3134,3534,23,2024-04-19,Wallet,Completed,20,13224.28
3135,32,8,2024-07-01,UPI,Completed,0,3690.95
3136,851,31,2024-02-26,Credit Card,Completed,0,19128.06
3137,4179,19,2023-09-04,Credit Card,Completed,0,22915.76
3138,629,23,2024-11-18,Wallet,Completed,0,9502.02
3139,2336,19,2023-10-01,Cash,Completed,25,1570.75
3140,5650,28,2023-01-29,Credit Card,Cancelled,0,5226.81
3141,4940,34,2024-06-19,Cash,Completed,25,11553.79
3142,5464,15,2023-05-10,Net Banking,Completed,20,7849.16
3143,5765,10,2024-11-30,Cash,Completed,15,17240.18
3144,5966,11,2024-03-02,Cash,Completed,0,20022.91
3145,5484,5,2023-10-03,Cash,Cancelled,0,13332.78
3146,789,27,2024-08-28,Credit Card,Cancelled,0,20731.49
3147,3048,26,2023-07-16,UPI,Completed,10,22242.29
3148,1035,12,2023-11-26,Wallet,Completed,25,203.05
3149,4084,29,2024-02-12,UPI,Completed,10,24589.83
3150,4738,32,2023-05-08,Credit Card,Completed,0,1856.33
3151,5123,15,2024-06-21,Net Banking,Completed,25,17327.83
3152,3937,3,2024-06-03,Wallet,Completed,0,22679.14
3153,4218,10,2023-06-01,Wallet,Completed,0,1487.59
3154,2259,17,2023-09-28,Debit Card,Pending,5,24136.96
3155,99999,999,2024-12-06,UPI,Completed,108,-10367.94
3156,1233,16,2024-06-15,UPI,Completed,20,4161.37
3157,4095,4,2023-05-17,Debit Card,Cancelled,25,23751.63
3158,5987,3,2023-10-28,Wallet,Returned,20,24265.79
3159,866,3,2024-06-27,Net Banking,Completed,0,20525.85
3160,1022,2,2024-11-29,Credit Card,Completed,20,10327.24
3161,1861,8,2024-07-21,UPI,Completed,25,23255.96
3162,2349,9,2023-01-11,Net Banking,Completed,25,21411.31
3163,1654,17,2024-07-08,Cash,Cancelled,5,2019.75
3164,1139,28,2023-08-25,Wallet,Completed,15,10424.83
3165,2581,15,2024-05-15,Credit Card,Completed,10,1704.58
3166,960,22,2023-11-17,Wallet,Completed,0,11356.47
3167,4989,21,2023-06-17,UPI,Completed,5,18407.16
3168,5193,7,2024-08-25,Wallet,Completed,0,3519.01
3169,1376,3,2023-07-25,Wallet,Completed,10,14140.27
3170,1051,7,2023-12-15,UPI,Completed,0,11351.47
3171,4197,30,2023-08-29,Credit Card,Completed,0,20234.56
3172,3287,14,2023-07-11,UPI,Completed,5,24135.16
3173,1909,7,2024-11-13,Debit Card,Completed,96,-21035.65
3174,1972,33,2023-04-07,Wallet,Completed,0,1237.26
3175,436,34,2023-07-04,Credit Card,Completed,25,435.05
3176,2682,35,2024-09-06,Wallet,Completed,0,21263.36
3177,2568,23,2024-08-08,Net Banking,Completed,25,13043.2
3178,3126,18,2024-08-15,Net Banking,Cancelled,0,10689.23
3179,5948,7,2024-05-22,UPI,Completed,25,6791.65
3180,5439,13,2023-02-09,UPI,Completed,5,10604.13
3181,3554,8,2023-11-10,Credit Card,Completed,20,21486.41
3182,5061,7,2023-10-25,Cash,Completed,15,2800.05
3183,3018,26,2024-11-14,Net Banking,Returned,0,4300.72
3184,99999,999,2024-10-02,Wallet,Completed,133,-18561.64
3185,5808,28,2023-04-14,Wallet,Completed,25,19550.5
3186,2245,4,2024-07-17,Debit Card,Completed,0,12076.45
3187,97,25,2023-08-06,Net Banking,Completed,15,15094.45
3188,1141,8,2024-01-23,Debit Card,Completed,15,14246.88
3189,5279,4,2023-10-15,Wallet,Completed,25,1244.23
3190,5053,28,2023-03-04,Net Banking,Completed,0,
3191,417,20,2024-03-08,Wallet,Completed,25,12401.14
3192,1232,4,2024-02-17,Wallet,Completed,0,15870.04
3193,4689,14,2023-05-30,Net Banking,Completed,5,20371.34
3194,1832,20,2023-11-28,Debit Card,Completed,0,5309.45
3195,1022,19,2023-10-07,Debit Card,Completed,0,
3196,1396,19,2024-02-05,Wallet,Cancelled,10,12701.3
3197,577,13,2023-06-03,Debit Card,Completed,25,3860.38
3198,5237,12,2023-06-04,Wallet,Completed,15,
3199,1762,28,2023-06-07,Credit Card,Completed,0,9734.9
3200,1325,25,2024-10-15,Net Banking,Completed,15,10324.37
3201,2197,27,2024-01-19,Credit Card,Returned,0,20577.1
3202,5729,29,2024-10-02,Wallet,Completed,0,13066.88
3203,1987,2,2024-09-25,Credit Card,Completed,0,
3204,4333,16,2024-08-13,Credit Card,Completed,125,-11201.72
3205,1517,3,2024-09-16,Credit Card,Completed,0,1643.63
3206,1395,22,2024-07-12,Credit Card,Completed,15,5319.14
3207,2111,16,2024-07-13,UPI,Completed,0,4884.08
3208,1951,15,2024-06-12,Cash,Pending,5,10642.02
3209,3560,27,2024-09-28,Net Banking,Cancelled,15,18034.33
3210,5661,34,2023-10-19,Net Banking,Returned,15,22436.05
3211,4050,35,2023-02-18,Net Banking,Completed,0,3779.02
3212,5509,30,2024-12-04,UPI,Completed,0,14822.7
3213,1432,7,2024-03-16,Wallet,Completed,10,8909.91
3214,5080,8,2024-03-17,Net Banking,Completed,15,21362.6
3215,1355,24,2024-07-05,Debit Card,Completed,20,14151.63
3216,3869,33,2024-07-12,Debit Card,Completed,0,15981.27
3217,4184,19,2023-09-19,Debit Card,Completed,0,22113.29
3218,5565,13,2023-03-21,Credit Card,Completed,5,5957.99
3219,5045,14,2024-07-31,Wallet,Completed,20,20107.05
3220,5916,27,2024-10-09,UPI,Completed,15,22300.36
3221,489,29,2024-11-11,Credit Card,Completed,15,4686.34
3222,599,2,2024-07-03,Debit Card,Completed,0,6088.81
3223,2662,28,2024-08-07,Cash,Completed,0,3718.15
3224,4284,4,2023-12-04,UPI,Cancelled,25,16429.76
3225,3110,21,2024-07-01,Cash,Completed,10,6056.81
3226,99999,999,2024-05-05,Credit Card,Returned,115,-1033.03
3227,978,35,2024-03-17,UPI,Completed,10,3730.22
3228,3548,7,2024-02-15,UPI,Completed,0,5424.15
3229,4612,29,2024-11-22,Debit Card,Returned,0,23249.79
3230,3858,9,2023-03-06,Credit Card,Completed,20,20511.65
3231,3537,2,2024-12-24,Cash,Cancelled,10,7543.71
3232,150,8,2024-08-20,Credit Card,Completed,20,10797.85
3233,3487,24,2023-08-15,UPI,Completed,0,15948.07
3234,1108,22,2024-12-17,Net Banking,Completed,0,742.24
3235,1456,29,2023-02-11,Debit Card,Completed,25,677.76
3236,3224,25,2023-09-19,Credit Card,Completed,25,10642.8
3237,99999,999,2024-03-24,Net Banking,Completed,88,-6072.99
3238,4745,23,2024-10-21,UPI,Completed,10,421.79
3239,5091,15,2024-09-09,Wallet,Completed,10,12513.76
3240,3295,33,2024-04-20,Debit Card,Completed,0,24951.15
3241,1071,28,2023-10-30,Net Banking,Pending,10,3752.3
3242,3652,4,2023-08-13,Debit Card,Completed,95,-14182.96
3243,5291,5,2024-08-26,Net Banking,Completed,10,11080.81
3244,3021,4,2023-03-25,Cash,Returned,0,7210.27
3245,5212,23,2024-05-10,Credit Card,Completed,20,3173.8
3246,5998,27,2024-04-08,Net Banking,Pending,15,4649.02
3247,454,15,2023-08-20,Debit Card,Completed,0,3717.07
3248,3882,10,2024-12-10,Debit Card,Completed,0,1133.39
3249,2649,6,2023-06-02,UPI,Completed,20,4068.77
3250,3081,32,2024-11-19,UPI,Completed,5,17396.8
3251,3483,18,2023-10-03,Net Banking,Completed,20,14611.8
3252,3916,22,2023-09-05,Wallet,Completed,15,6610.53
3253,3716,34,2023-09-24,Debit Card,Completed,0,11597.68
3254,56,4,2024-02-02,Cash,Completed,25,10220.75
3255,3367,15,2024-08-30,UPI,Completed,5,3828.9
3256,4125,10,2024-04-26,Net Banking,Returned,5,17609.91
3257,1501,17,2023-02-12,UPI,Completed,20,17125.31
3258,4060,33,2024-08-04,Cash,Returned,0,17950.01
3259,3274,10,2023-03-29,UPI,Completed,20,9866.41
3260,621,9,2023-11-03,Credit Card,Completed,0,11678.88
3261,2156,9,2023-02-10,Debit Card,Completed,0,20884.52
3262,2615,4,2023-09-16,UPI,Completed,25,21802.52
3263,241,12,2024-05-03,Credit Card,Cancelled,0,2569.25
3264,1385,15,2023-04-11,Net Banking,Returned,25,11404.02
3265,3207,10,2024-06-22,Cash,Completed,20,21598.78
3266,3141,6,2024-10-30,Net Banking,Pending,10,3660.03
3267,4705,11,2023-11-13,Credit Card,Completed,0,15631.66
3268,3417,8,2024-12-15,Credit Card,Completed,5,13665.03
3269,2617,24,2024-06-16,Cash,Pending,0,12926.74
3270,5267,27,2024-11-20,Debit Card,Completed,25,20891.04
3271,99999,999,2023-12-18,Wallet,Completed,121,-621.71
3272,3940,16,2023-09-06,Net Banking,Completed,0,2371.47
3273,5556,22,2023-07-01,Cash,Completed,10,16652.16
3274,3968,14,2024-11-21,Cash,Completed,25,4355.83
3275,2202,29,2023-09-07,Credit Card,Returned,20,15040.55
3276,3256,9,2024-08-18,Net Banking,Returned,5,13555.83
3277,2315,17,2024-09-26,UPI,Completed,118,-22879.89
3278,2756,5,2024-06-29,Net Banking,Completed,0,5687.58
3279,2546,34,2024-11-03,Wallet,Completed,25,4376.51
3280,5070,21,2023-06-18,Net Banking,Cancelled,20,11699.11
3281,3816,17,2023-09-26,Cash,Completed,25,3029.97
3282,5368,22,2024-09-13,Cash,Completed,0,10446.49
3283,4241,5,2023-09-17,UPI,Completed,0,11001.73
3284,5694,8,2024-04-15,Credit Card,Completed,20,24230.86
3285,3159,15,2023-04-02,Net Banking,Returned,20,13025.28
3286,2837,4,2024-04-20,UPI,Completed,20,23292.28
3287,3208,5,2024-02-10,Credit Card,Completed,5,
3288,647,29,2023-06-04,Debit Card,Completed,5,3867.26
3289,1992,11,2023-01-14,UPI,Completed,0,9662.53
3290,4704,18,2023-01-13,Wallet,Completed,0,13383.8
3291,3072,18,2024-11-03,UPI,Cancelled,0,20680.76
3292,1756,26,2023-07-20,Cash,Completed,0,6386.12
3293,5902,33,2024-06-18,Debit Card,Completed,0,
3294,128,19,2024-01-12,Debit Card,Completed,123,-18251.28
3295,4356,1,2024-05-31,Cash,Completed,0,15175.56
3296,3755,33,2024-05-16,UPI,Completed,0,24317.63
3297,5708,11,2023-01-10,Wallet,Completed,20,8387.52
3298,2521,31,2024-04-25,Credit Card,Pending,25,1389.32
3299,5677,19,2024-01-30,Net Banking,Pending,5,7256.64
3300,3151,7,2023-06-28,Net Banking,Completed,20,19639.84
3301,4764,31,2023-11-10,Net Banking,Completed,0,21655.15
3302,2479,34,2024-08-11,Debit Card,Completed,0,12945.92
3303,687,24,2024-06-17,UPI,Completed,25,1684.06
3304,1981,34,2023-12-25,Credit Card,Completed,5,14880.96
3305,3535,3,2023-02-24,Net Banking,Completed,0,22190.36
3306,1308,26,2024-07-03,UPI,Completed,0,17219.96
3307,1735,23,2024-03-13,Net Banking,Completed,20,21744.34
3308,3889,30,2023-06-08,Net Banking,Completed,10,21808.75
3309,367,23,2024-08-17,Net Banking,Completed,15,2449.72
3310,4023,11,2024-05-06,Net Banking,Completed,0,5009.36
3311,5250,14,2023-05-28,Cash,Completed,0,8401.36
3312,99999,999,2023-07-09,Wallet,Completed,139,-17750.18
3313,4222,18,2024-06-20,Debit Card,Completed,5,10570.34
3314,5521,19,2024-10-14,Wallet,Completed,0,9735.83
3315,4263,33,2024-11-02,Cash,Returned,25,17078.47
3316,4724,34,2023-10-28,Cash,Completed,0,14671.22
3317,2201,35,2024-06-24,Debit Card,Completed,25,16889.65
3318,1216,10,2023-11-16,UPI,Completed,15,14984.29
3319,4061,23,2024-02-12,Credit Card,Completed,0,2323.06
3320,3077,11,2024-07-13,UPI,Pending,0,5535.28
3321,1321,32,2024-01-13,Cash,Cancelled,15,6116.04
3322,5526,34,2024-07-27,Debit Card,Returned,0,23730.04
3323,3050,16,2024-05-11,Cash,Completed,15,156.1
3324,1875,3,2024-02-19,Wallet,Completed,0,3461.99
3325,5416,27,2024-03-03,Credit Card,Completed,25,
3326,3556,7,2024-02-02,Net Banking,Completed,20,1298.03
3327,3981,3,2023-04-14,Wallet,Completed,20,22264.51
3328,1729,14,2024-09-23,UPI,Completed,0,3609.7
3329,685,33,2024-08-04,Credit Card,Completed,0,1393.92
3330,5341,17,2023-01-02,Net Banking,Completed,5,2472.55
3331,4188,33,2024-08-11,Net Banking,Pending,25,1355.47
3332,4553,1,2024-10-22,Net Banking,Completed,0,20923.48
3333,2101,26,2023-10-22,Net Banking,Completed,10,7195.59
3334,828,19,2023-12-29,Wallet,Completed,25,19942.67
3335,3018,8,2024-06-03,Debit Card,Completed,0,15917.92
3336,2891,27,2023-09-22,Wallet,Completed,0,2320.42
3337,5673,13,2024-02-02,UPI,Completed,25,17854.03
3338,3014,16,2023-04-07,Credit Card,Completed,20,20082.37
3339,983,20,2023-11-28,Net Banking,Completed,0,1318.75
3340,5042,4,2024-09-13,Credit Card,Completed,0,10024.19
3341,3468,13,2024-05-15,Net Banking,Completed,0,714.18
3342,5875,24,2023-10-15,Credit Card,Returned,25,18083.99
3343,5030,18,2024-02-03,Cash,Cancelled,0,22911.35
3344,2513,18,2024-11-22,Debit Card,Cancelled,15,20990.83
3345,1115,24,2024-05-22,Cash,Completed,0,2195.44
3346,961,6,2024-02-07,Credit Card,Completed,0,15331.41
3347,2155,12,2024-08-08,Cash,Completed,20,8981.99
3348,4186,18,2024-12-01,UPI,Completed,20,13342.38
3349,5780,15,2024-10-20,Credit Card,Completed,0,14502.06
3350,4384,8,2024-04-22,Net Banking,Completed,0,2336.02
3351,5157,4,2024-11-05,UPI,Completed,0,16077.01
3352,4930,25,2024-09-25,Credit Card,Completed,15,4270.4
3353,4279,7,2023-08-06,Credit Card,Completed,0,7601.03
3354,1984,23,2024-02-29,Debit Card,Completed,25,15363.04
3355,3716,15,2024-02-25,UPI,Completed,0,23741.15
3356,5138,14,2023-10-03,UPI,Cancelled,25,19331.25
3357,1553,9,2023-08-27,Wallet,Completed,15,728.87
3358,5377,13,2024-03-07,Cash,Completed,5,10138.57
3359,5312,11,2023-08-18,UPI,Pending,5,18533.51
3360,99999,999,2023-12-10,Debit Card,Completed,97,-11714.77
3361,5010,30,2023-05-15,Credit Card,Completed,15,13054.61
3362,2541,6,2024-03-21,Cash,Completed,0,14135.03
3363,976,11,2024-11-24,Cash,Completed,5,10354.27
3364,350,3,2023-03-06,Credit Card,Completed,25,20535.24
3365,3221,33,2023-10-21,Cash,Completed,0,6859.9
3366,1210,14,2024-06-05,Wallet,Pending,25,20559.5
3367,3115,18,2024-11-03,Debit Card,Completed,15,7848.88
3368,906,9,2024-11-04,Credit Card,Completed,5,9251.55
3369,3037,32,2024-07-07,Wallet,Completed,0,15589.22
3370,4639,20,2024-09-23,UPI,Completed,20,15284.3
3371,4646,7,2024-06-08,Cash,Completed,5,7964.39
3372,1421,21,2023-10-30,Debit Card,Completed,0,17984.3
3373,3743,1,2023-10-02,Wallet,Completed,25,10716.04
3374,2811,13,2023-09-17,Credit Card,Completed,0,9951.01
3375,5794,6,2023-07-12,Cash,Completed,0,19692.24
3376,5095,3,2024-09-25,Cash,Completed,10,15156.57
3377,2520,19,2024-01-08,Credit Card,Completed,20,10675.84
3378,3645,5,2023-08-08,Wallet,Completed,10,17632.51
3379,5545,31,2024-02-18,Wallet,Completed,20,9331.72
3380,4366,5,2024-09-09,UPI,Returned,25,10371.17
3381,106,14,2024-08-29,Wallet,Completed,10,22415.75
3382,5199,22,2023-03-18,Wallet,Completed,0,21991.25
3383,1190,22,2023-06-05,Cash,Completed,5,20578.69
3384,3631,20,2023-03-08,Net Banking,Completed,15,3653.5
3385,5077,5,2024-02-17,Credit Card,Returned,0,11828.38
3386,1166,16,2023-08-26,Net Banking,Cancelled,20,5844.65
3387,3221,5,2023-03-01,Wallet,Completed,0,7791.44
3388,3364,10,2024-10-07,Debit Card,Completed,0,19280.1
3389,2631,34,2023-08-25,Net Banking,Completed,0,16890.34
3390,428,4,2024-02-28,UPI,Completed,0,10080.76
3391,3528,30,2024-08-22,UPI,Completed,5,12282.15
3392,4494,31,2023-11-21,Credit Card,Completed,25,
3393,5080,10,2023-09-11,Wallet,Pending,5,22795.52
3394,487,14,2023-07-05,Net Banking,Completed,10,16316.96
3395,2499,20,2023-01-28,Debit Card,Returned,15,13941.33
3396,5160,12,2023-05-21,Debit Card,Completed,0,17873.25
3397,4954,35,2024-08-07,Cash,Completed,20,342.93
3398,1352,21,2024-01-29,Credit Card,Completed,20,11125.91
3399,2168,12,2023-10-30,Wallet,Completed,15,13790.71
3400,4637,16,2024-04-04,Wallet,Completed,25,24798.46
3401,5095,20,2024-05-27,Wallet,Completed,0,
3402,1301,5,2024-03-02,Debit Card,Pending,0,7018.08
3403,2299,27,2024-01-16,Credit Card,Completed,5,12675.94
3404,5574,31,2023-02-26,Wallet,Completed,0,8058.05
3405,1520,26,2023-03-04,Net Banking,Completed,5,21155.16
3406,2819,19,2024-11-19,Net Banking,Completed,0,21059.39
3407,5277,20,2024-06-13,Wallet,Completed,0,1379.68
3408,2464,28,2024-07-25,Credit Card,Completed,25,3817.7
3409,5104,2,2024-04-24,UPI,Completed,5,9917.46
3410,152,13,2023-09-10,UPI,Completed,0,13213.44
3411,728,26,2023-09-25,UPI,Returned,0,13739.6
3412,2818,3,2024-03-27,Net Banking,Cancelled,112,-13401.9
3413,619,16,2024-05-10,Credit Card,Completed,10,24320.25
3414,2181,32,2024-08-27,Wallet,Completed,25,13428.02
3415,838,17,2024-01-06,Debit Card,Returned,5,1242.29
3416,5781,20,2024-10-25,Cash,Completed,15,6233.74
3417,3441,7,2024-09-01,Debit Card,Completed,10,17675.63
3418,4527,29,2024-04-04,Net Banking,Completed,5,18235.37
3419,5503,33,2024-12-22,Debit Card,Completed,0,18186.47
3420,3894,18,2023-08-07,Wallet,Completed,25,13409.23
3421,2413,10,2023-08-06,Debit Card,Completed,15,6839.47
3422,5771,18,2024-09-15,Debit Card,Returned,15,6683.51
3423,939,20,2023-02-20,Credit Card,Completed,20,10000.47
3424,981,11,2023-06-24,Debit Card,Completed,0,23745.46
3425,5252,14,2023-08-04,Wallet,Completed,25,5645.45
3426,3837,23,2024-01-03,Cash,Completed,25,18993.26
3427,5801,18,2023-01-15,Debit Card,Pending,20,19769.6
3428,830,23,2023-07-12,UPI,Cancelled,20,5314.53
3429,4753,17,2023-07-11,UPI,Completed,0,14878.64
3430,3954,34,2024-10-09,Net Banking,Completed,10,24060.05
3431,3691,21,2023-02-16,Net Banking,Completed,0,17450.17
3432,1620,3,2024-07-31,Credit Card,Completed,0,19389.19
3433,819,5,2023-08-24,UPI,Completed,25,
3434,1113,29,2024-10-11,Wallet,Completed,0,459.71
3435,4838,14,2023-07-31,UPI,Completed,5,17949.19
3436,4241,12,2023-11-19,Debit Card,Cancelled,25,15563.73
3437,3722,25,2024-06-10,Cash,Completed,20,9940.62
3438,3599,29,2024-03-10,Net Banking,Returned,5,23778.63
3439,214,34,2024-02-22,Net Banking,Completed,10,18189.2
3440,2250,28,2024-05-12,Net Banking,Completed,0,6884.8
3441,1330,7,2023-12-20,Net Banking,Completed,15,12126.44
3442,2718,10,2024-06-06,Debit Card,Completed,25,5499.98
3443,22,28,2023-09-04,UPI,Completed,20,2060.81
3444,1892,34,2024-04-17,Cash,Completed,20,13924.33
3445,1188,3,2024-06-25,Debit Card,Completed,15,24376.39
3446,2973,33,2023-09-29,Credit Card,Pending,0,3299.54
3447,4975,18,2023-04-09,Debit Card,Completed,0,6428.92
3448,3771,20,2024-08-08,Net Banking,Completed,10,17354.91
3449,4655,24,2023-07-14,Wallet,Returned,20,11196.73
3450,727,29,2024-12-01,UPI,Completed,10,13091.7
3451,1792,27,2024-01-26,Debit Card,Completed,0,5109.22
3452,99999,999,2024-02-04,Credit Card,Completed,108,-5914.21
3453,812,23,2023-01-31,Wallet,Completed,0,7878.72
3454,940,3,2023-08-18,Wallet,Completed,0,21017.7
3455,2063,25,2023-06-16,Net Banking,Pending,0,7882.74
3456,3369,20,2024-08-24,Cash,Completed,25,16166.7
3457,5080,10,2024-04-25,Cash,Completed,0,16742.67
3458,5352,14,2024-09-16,Credit Card,Completed,0,12257.88
3459,3088,8,2024-05-28,Debit Card,Completed,5,23936.72
3460,2164,29,2024-10-29,UPI,Completed,25,20481.69
3461,4319,13,2024-02-07,Credit Card,Completed,5,17880.8
3462,1293,30,2023-04-30,Net Banking,Completed,0,18302.15
3463,4188,1,2023-09-08,UPI,Completed,0,7193.86
3464,2543,29,2024-12-10,Wallet,Completed,0,16006.75
3465,2692,10,2024-07-12,UPI,Completed,0,10931.5
3466,681,1,2024-01-23,UPI,Returned,10,23004.12
3467,5542,22,2023-01-08,Cash,Completed,5,17168.93
3468,99999,999,2023-05-03,Cash,Completed,133,-18512.48
3469,5456,18,2024-03-27,Cash,Completed,10,8205.66
3470,3244,23,2024-07-01,Wallet,Completed,0,13600.4
3471,5177,20,2023-07-04,Credit Card,Completed,20,10302.63
3472,1210,28,2024-02-03,Net Banking,Completed,10,23764.34
3473,4627,35,2024-01-20,Wallet,Completed,5,2623.35
3474,1202,5,2024-10-31,Credit Card,Completed,20,13319.49
3475,5419,28,2023-10-02,Debit Card,Completed,0,8141.02
3476,2887,6,2024-06-13,Cash,Completed,10,17856.53
3477,4438,9,2024-02-08,Debit Card,Completed,0,16139.79
3478,5740,20,2024-07-17,UPI,Completed,10,18637.27
3479,3316,32,2024-07-09,Cash,Completed,10,16446.58
3480,1283,30,2024-09-08,Credit Card,Completed,5,2709.39
3481,2155,16,2024-02-11,Credit Card,Completed,25,5186.99
3482,99999,999,2023-06-23,Wallet,Completed,143,-7322.43
3483,2633,35,2023-12-21,Credit Card,Completed,15,12802.11
3484,584,32,2023-10-05,Wallet,Completed,0,13756.12
3485,337,31,2024-04-12,Net Banking,Completed,0,21886.66
3486,117,33,2024-11-11,Wallet,Completed,25,24463.53
3487,4528,25,2024-10-18,Credit Card,Completed,10,16158.06
3488,4408,9,2023-07-16,UPI,Returned,0,
3489,5168,7,2023-06-17,UPI,Completed,25,24943.08
3490,1641,34,2024-11-14,Debit Card,Completed,20,22853.38
3491,3192,27,2023-10-15,UPI,Completed,0,23040.29
3492,1617,4,2024-07-06,Credit Card,Completed,0,17506.31
3493,4186,12,2023-05-10,Wallet,Completed,25,22467.64
3494,4102,23,2023-02-04,Debit Card,Completed,5,4280.55
3495,4036,18,2024-10-01,Cash,Completed,5,22515.27
3496,99999,999,2023-12-12,Cash,Completed,109,-8995.03
3497,2778,15,2024-11-01,Debit Card,Completed,0,
3498,5018,23,2024-05-30,Net Banking,Completed,20,16420.59
3499,787,3,2024-06-06,UPI,Pending,0,5218.38
3500,4878,34,2024-09-06,Debit Card,Completed,0,1957.29
3501,5854,26,2023-10-10,Net Banking,Completed,15,24770.19
3502,2586,34,2023-07-11,Net Banking,Completed,25,6862.81
3503,3794,8,2023-12-08,Cash,Completed,20,16669.33
3504,6,1,2024-03-09,Net Banking,Pending,10,4552.21
3505,3548,28,2023-10-06,UPI,Returned,20,8910.96
3506,4581,13,2023-09-17,Wallet,Completed,20,9801.89
3507,2560,14,2024-11-06,Credit Card,Completed,0,9402.73
3508,5582,22,2024-10-25,Wallet,Completed,10,21588.38
3509,1030,5,2024-05-15,Debit Card,Completed,5,24716.74
3510,1762,18,2023-06-22,Credit Card,Completed,0,23581.65
3511,5771,22,2024-09-06,UPI,Completed,0,24765.9
3512,5314,24,2023-02-02,UPI,Completed,15,20561.06
3513,4854,32,2023-04-23,UPI,Completed,0,10632.86
3514,1920,18,2024-04-14,Credit Card,Pending,10,12495.62
3515,4677,1,2024-12-09,Cash,Completed,20,23163.63
3516,933,16,2023-05-09,UPI,Completed,0,7424.28
3517,4046,31,2023-04-28,Debit Card,Returned,0,7905.69
3518,3847,13,2024-01-09,UPI,Completed,0,1088.56
3519,281,32,2024-07-01,Net Banking,Completed,0,6430.87
3520,3300,28,2024-03-14,Debit Card,Completed,0,21621.11
3521,444,10,2023-12-16,Debit Card,Completed,20,22921.47
3522,2633,7,2024-04-08,Debit Card,Completed,0,9687.8
3523,2282,19,2023-05-26,UPI,Completed,20,18268.5
3524,22,7,2023-12-11,Wallet,Completed,25,8967.51
3525,5235,12,2024-01-19,Cash,Completed,20,14635.73
3526,2454,25,2024-12-20,UPI,Completed,0,
3527,5799,26,2024-12-28,Debit Card,Completed,25,906.38
3528,5286,22,2023-05-06,Net Banking,Completed,20,3497.82
3529,2469,13,2023-08-23,UPI,Completed,15,24855.05
3530,1393,3,2023-10-15,UPI,Completed,25,8583.07
3531,2337,23,2023-05-24,Cash,Completed,15,5751.06
3532,4283,24,2024-07-26,Wallet,Pending,0,10387.45
3533,2473,21,2024-10-25,Credit Card,Completed,0,
3534,915,25,2023-05-01,Cash,Cancelled,5,12707.86
3535,5987,24,2024-10-25,UPI,Completed,0,1344.31
3536,467,26,2024-10-20,Net Banking,Completed,0,10271.95
3537,619,33,2024-03-28,Net Banking,Completed,0,831.01
3538,5799,17,2024-10-06,UPI,Completed,15,8871.36
3539,5209,24,2024-06-14,UPI,Returned,0,9363.91
3540,2449,1,2023-09-02,Debit Card,Completed,25,24918.61
3541,4325,14,2023-04-25,UPI,Completed,0,19640.14
3542,3400,2,2024-08-27,UPI,Completed,5,16210.91
3543,3852,32,2024-12-17,Credit Card,Completed,0,542.78
3544,1486,13,2024-11-12,UPI,Completed,0,496.88
3545,1220,29,2024-02-14,Cash,Completed,10,2528.81
3546,1399,11,2023-06-25,Cash,Cancelled,25,6946.59
3547,312,8,2024-10-14,Wallet,Completed,0,8023.74
3548,5476,2,2023-05-13,Net Banking,Cancelled,15,22453.49
3549,3043,30,2023-08-14,Cash,Completed,0,23846.98
3550,407,24,2024-05-16,Net Banking,Completed,5,13096.37
3551,5790,26,2023-09-17,UPI,Completed,0,20676.11
3552,5088,20,2024-03-02,Net Banking,Completed,10,19339.72
3553,525,30,2023-12-31,Debit Card,Completed,87,-12286.26
3554,99999,999,2023-08-14,Credit Card,Completed,112,-7224.74
3555,4743,31,2023-06-21,Net Banking,Pending,20,2224.35
3556,3726,4,2024-08-13,Debit Card,Completed,20,13046.74
3557,4776,15,2024-10-24,Wallet,Completed,0,6723.06
3558,99999,999,2023-07-27,Credit Card,Completed,125,-8351.77
3559,1007,11,2023-05-22,Cash,Pending,5,10976.59
3560,5075,11,2024-06-16,Net Banking,Completed,15,7076.42
3561,5792,23,2024-01-18,Credit Card,Cancelled,20,8134.61
3562,1668,9,2023-07-30,UPI,Completed,10,20968.08
3563,4866,2,2023-04-19,Net Banking,Completed,0,24666.01
3564,1135,25,2024-08-03,Debit Card,Returned,15,16485.67
3565,1967,16,2024-03-24,Credit Card,Completed,15,21520.46
3566,2133,19,2024-01-18,UPI,Completed,20,10833.95
3567,2998,21,2023-02-20,Credit Card,Completed,25,23871.77
3568,3456,10,2024-04-16,Credit Card,Completed,15,14436.44
3569,1442,1,2024-07-22,Net Banking,Completed,0,
3570,379,15,2023-08-06,Debit Card,Completed,0,
3571,4459,35,2023-11-03,Debit Card,Cancelled,10,17460.13
3572,8,28,2023-10-07,Debit Card,Returned,15,11892.77
3573,4511,28,2023-07-29,Debit Card,Completed,25,23809.15
3574,2645,12,2023-06-08,Net Banking,Completed,10,15284.74
3575,5610,2,2024-07-18,UPI,Completed,25,8073.85
3576,4613,20,2024-04-21,Debit Card,Completed,5,7510.74
3577,2165,5,2024-09-18,Net Banking,Completed,5,1492.27
3578,3714,23,2024-12-07,Debit Card,Completed,20,10433.68
3579,5321,28,2024-08-19,Debit Card,Completed,0,3739.32
3580,737,26,2023-10-26,Wallet,Completed,15,20496.84
3581,3839,25,2024-04-08,UPI,Completed,0,22222.66
