movement_id,product_id,store_id,movement_type,quantity,movement_date,reference_order_id
6060,211,18,IN,466,2023-04-03,
6061,250,24,IN,215,2023-12-02,
6062,316,31,OUT,52,2024-05-05,13825
6063,271,12,IN,318,2024-07-03,
6064,184,7,OUT,45,2024-07-06,18212
6065,240,5,IN,413,2023-06-07,
6066,48,26,IN,370,2023-11-12,
6067,94,23,IN,25,2024-01-14,
6068,342,11,OUT,207,2023-01-09,26645
6069,106,17,OUT,480,2024-01-10,8155
6070,159,17,IN,250,2024-09-05,
6071,302,16,IN,32,2023-04-16,
6072,317,21,IN,229,2023-08-25,
6073,276,20,IN,257,2024-07-12,
6074,261,33,OUT,24,2023-01-24,21216
6075,53,30,IN,371,2024-12-30,
6076,15,5,IN,464,2023-09-03,
6077,172,6,OUT,9,2024-01-25,5962
6078,72,25,IN,28,2024-08-24,
6079,24,5,OUT,398,2024-05-06,13148
6080,281,33,IN,395,2024-03-29,
6081,337,13,OUT,232,2024-04-02,26898
6082,19,11,OUT,450,2023-06-02,17991
6083,133,20,OUT,277,2024-06-18,29680
6084,289,34,IN,39,2024-03-22,
6085,160,13,OUT,72,2023-12-08,22922
6086,297,24,IN,332,2023-07-31,
6087,257,8,OUT,23,2023-07-29,17254
6088,323,18,IN,74,2024-08-06,
6089,8888,888,OUT,0,2023-08-13,888888
6090,233,25,OUT,420,2024-03-23,9510
6091,102,1,IN,245,2023-05-24,
6092,272,33,OUT,300,2023-10-07,28412
6093,90,4,IN,393,2024-08-17,
6094,198,16,OUT,25,2023-08-28,20846
6095,320,21,OUT,368,2024-11-11,22888
6096,28,18,OUT,70,2024-10-27,21430
6097,158,30,IN,348,2023-07-06,
6098,103,15,OUT,271,2023-05-03,10557
6099,81,4,IN,97,2024-06-07,
6100,243,17,OUT,53,2023-03-08,2735
6101,340,34,OUT,78,2024-04-12,21535
6102,86,30,OUT,64,2023-10-06,861
6103,130,1,IN,395,2024-08-04,
6104,312,22,IN,16,2024-09-04,
6105,344,10,IN,354,2024-12-24,
6106,239,3,IN,127,2024-08-26,
6107,317,30,IN,292,2024-11-23,
6108,211,24,IN,345,2024-08-03,
6109,93,25,OUT,429,2023-07-30,2310
6110,8888,888,IN,0,2023-03-12,
6111,302,35,OUT,0,2024-07-01,21891
6112,50,9,IN,238,2024-08-15,
6113,160,33,IN,317,2023-02-20,
6114,8888,888,OUT,0,2024-03-18,888888
6115,234,19,IN,195,2024-10-05,
6116,256,15,IN,59,2024-02-25,
6117,321,11,IN,422,2024-10-13,
6118,112,5,IN,294,2023-09-07,
6119,182,18,IN,420,2024-02-08,
6120,212,1,OUT,489,2023-02-18,19347
6121,186,18,IN,476,2023-10-11,
6122,194,24,OUT,447,2023-01-29,22559
6123,100,9,IN,120,2024-08-23,
6124,112,15,OUT,424,2023-01-29,7443
6125,257,11,OUT,64,2023-09-14,3989
6126,136,12,OUT,164,2023-10-13,13306
6127,157,22,IN,274,2023-08-26,
6128,195,25,OUT,64,2023-01-25,29820
6129,162,33,OUT,181,2023-04-26,3820
6130,62,1,OUT,95,2023-12-25,15470
6131,51,32,OUT,478,2024-10-26,28704
6132,142,9,OUT,421,2024-12-13,5034
6133,167,21,OUT,421,2024-05-24,20271
6134,329,20,OUT,211,2023-04-24,8691
6135,169,13,OUT,403,2024-08-26,13788
6136,4,15,OUT,166,2023-02-09,29098
6137,273,16,IN,88,2024-10-10,
6138,327,5,OUT,20,2024-05-02,28363
6139,313,10,OUT,307,2024-06-01,24689
6140,87,4,IN,482,2024-12-23,
6141,350,3,OUT,500,2023-05-17,19411
6142,116,3,OUT,483,2024-12-10,25531
6143,84,6,OUT,381,2024-12-10,18805
6144,145,35,OUT,469,2024-08-18,18038
6145,310,27,OUT,459,2024-11-04,6521
6146,290,21,OUT,297,2023-03-29,29670
6147,290,27,OUT,369,2024-06-17,23842
6148,314,6,IN,315,2024-07-27,
6149,86,19,OUT,303,2023-10-05,6312
6150,284,21,IN,189,2024-08-13,
6151,211,11,IN,81,2023-05-31,
6152,247,7,IN,288,2023-02-09,
6153,139,17,OUT,231,2024-04-22,17279
6154,323,4,OUT,104,2023-02-13,1502
6155,202,28,IN,390,2024-11-07,
6156,8888,888,OUT,0,2023-06-28,888888
6157,8888,888,OUT,0,2023-04-14,888888
6158,224,24,OUT,450,2023-05-20,5011
6159,233,15,OUT,195,2024-11-10,16192
6160,36,14,OUT,407,2024-06-29,24799
6161,282,21,OUT,169,2023-11-17,3816
6162,82,15,IN,417,2023-05-23,
6163,225,17,IN,203,2023-08-07,
6164,5,6,IN,366,2023-07-18,
6165,173,15,IN,486,2024-10-30,
6166,34,23,OUT,319,2024-03-08,13498
6167,34,32,IN,172,2023-12-19,
6168,69,14,IN,30,2023-09-24,
6169,72,2,IN,417,2023-07-02,
6170,256,17,IN,292,2023-08-25,
6171,304,21,OUT,193,2023-02-06,1647
6172,89,27,IN,222,2023-11-11,
6173,43,3,OUT,9,2023-01-28,24963
6174,337,9,OUT,20,2024-06-16,10914
6175,24,4,IN,350,2024-08-13,
6176,8888,888,IN,0,2023-04-20,
6177,119,24,OUT,146,2023-01-14,5856
6178,7,26,OUT,390,2024-06-04,14813
6179,273,15,IN,293,2024-01-16,
6180,200,33,OUT,334,2023-09-20,2571
6181,31,30,OUT,333,2024-09-14,7599
6182,103,12,OUT,474,2024-07-05,2909
6183,8888,888,OUT,0,2023-01-23,888888
6184,237,24,OUT,343,2024-07-05,21434
6185,268,6,OUT,420,2023-05-02,23007
6186,281,11,IN,385,2023-06-18,
6187,322,33,OUT,232,2024-10-17,23217
6188,299,25,IN,193,2024-11-07,
6189,215,3,OUT,446,2024-11-23,9934
6190,137,4,OUT,228,2024-05-06,17869
6191,328,27,IN,192,2023-10-22,
6192,57,28,OUT,226,2024-04-28,10739
6193,256,24,OUT,284,2024-11-12,24973
6194,211,34,OUT,35,2023-07-18,19460
6195,249,3,OUT,24,2023-12-16,19873
6196,192,5,IN,218,2024-05-04,
6197,270,22,IN,42,2024-04-29,
6198,279,28,OUT,198,2024-11-11,29123
6199,313,18,OUT,143,2024-07-24,4910
6200,300,35,OUT,191,2024-03-24,6587
6201,287,19,IN,107,2024-04-18,
6202,207,27,OUT,208,2023-05-16,17379
6203,334,24,IN,418,2024-03-20,
6204,119,26,IN,384,2023-05-31,
6205,67,35,IN,152,2024-07-27,
6206,108,20,OUT,114,2024-10-21,28657
6207,134,22,OUT,116,2023-09-24,4474
6208,64,2,IN,217,2023-02-02,
6209,255,6,IN,448,2024-10-29,
6210,117,32,OUT,364,2024-06-29,3993
6211,314,12,OUT,455,2024-07-28,24780
6212,70,17,OUT,448,2024-02-16,23852
6213,314,27,OUT,203,2023-07-06,13212
6214,206,11,IN,222,2023-02-06,
6215,51,23,IN,1,2023-12-10,
6216,302,17,OUT,308,2023-09-14,10642
6217,142,34,IN,441,2023-09-18,
6218,279,13,IN,316,2023-10-30,
6219,336,28,OUT,339,2023-02-21,14485
6220,290,15,IN,213,2023-12-03,
6221,84,10,IN,160,2024-07-21,
6222,165,19,OUT,65,2023-07-04,19430
6223,345,1,OUT,300,2023-05-01,28310
6224,36,25,IN,296,2024-02-13,
6225,307,2,OUT,483,2023-12-22,23178
6226,247,6,IN,158,2024-08-15,
6227,148,23,OUT,496,2024-02-10,25233
6228,305,18,IN,385,2023-05-06,
6229,78,11,OUT,58,2023-10-24,10277
6230,248,19,IN,228,2024-11-22,
6231,137,30,IN,80,2023-06-22,
6232,261,28,OUT,458,2023-03-07,14584
6233,295,32,IN,125,2023-08-09,
6234,269,9,IN,135,2024-09-02,
6235,279,13,OUT,295,2023-03-28,25743
6236,146,29,IN,318,2024-06-22,
6237,288,3,OUT,260,2024-09-07,20498
6238,305,7,OUT,388,2023-05-14,2581
6239,65,20,OUT,79,2023-06-26,11981
6240,187,6,OUT,226,2023-10-26,10482
6241,217,35,IN,253,2023-11-03,
6242,329,34,OUT,40,2023-07-30,15141
6243,109,35,IN,325,2024-09-26,
6244,210,8,OUT,323,2024-02-21,23559
6245,2,23,IN,208,2024-09-11,
6246,48,14,IN,73,2023-03-17,
6247,198,3,OUT,364,2023-05-28,22115
6248,120,3,OUT,65,2023-08-01,22109
6249,292,33,OUT,410,2023-06-27,99
6250,64,34,OUT,471,2024-03-12,27196
6251,238,12,OUT,78,2023-03-28,25201
6252,298,24,OUT,9,2024-11-28,19648
6253,215,28,OUT,239,2023-06-08,11979
6254,147,33,OUT,380,2024-03-15,6137
6255,321,13,OUT,399,2023-08-25,7771
6256,66,5,OUT,8,2023-12-19,26894
6257,291,28,IN,56,2024-03-12,
6258,247,18,OUT,121,2023-03-07,10936
6259,160,4,OUT,472,2023-07-05,5060
6260,303,23,IN,367,2024-02-25,
6261,11,5,OUT,444,2024-03-07,20843
6262,20,27,OUT,97,2023-05-26,26677
6263,119,3,OUT,135,2023-03-14,3703
6264,174,12,OUT,460,2024-02-26,19826
6265,98,18,IN,248,2023-07-26,
6266,139,32,OUT,147,2023-05-10,25259
6267,166,9,OUT,387,2024-08-03,16733
6268,8888,888,OUT,0,2023-05-09,888888
6269,281,21,IN,460,2023-05-07,
6270,273,4,OUT,167,2023-10-11,10619
6271,325,27,IN,442,2024-08-17,
6272,17,29,IN,330,2023-03-01,
6273,31,25,OUT,147,2023-07-02,22717
6274,67,25,IN,339,2023-08-05,
6275,96,33,IN,380,2023-02-12,
6276,61,6,IN,118,2024-07-18,
6277,127,14,OUT,108,2024-09-24,13605
6278,23,23,IN,410,2023-12-31,
6279,221,19,OUT,442,2024-10-08,25842
6280,30,26,IN,436,2024-09-06,
6281,76,15,IN,216,2023-10-15,
6282,305,8,IN,377,2023-08-03,
6283,8888,888,OUT,0,2024-09-13,888888
6284,48,19,IN,253,2024-10-05,
6285,251,16,OUT,451,2024-01-07,10988
6286,346,35,IN,312,2023-06-26,
6287,297,25,OUT,155,2023-12-24,29608
6288,56,29,OUT,306,2024-11-08,28692
6289,240,21,OUT,199,2023-07-21,17451
6290,59,6,OUT,383,2023-05-05,27799
6291,59,25,IN,441,2024-04-14,
6292,335,35,OUT,134,2024-01-08,17239
6293,185,8,OUT,304,2023-10-30,24120
6294,12,16,IN,47,2024-12-24,
6295,232,13,IN,261,2023-01-21,
6296,122,11,IN,25,2024-03-23,
6297,191,11,OUT,458,2023-11-04,29958
6298,194,5,OUT,263,2023-05-19,2432
6299,97,29,IN,442,2024-09-12,
6300,141,16,IN,362,2023-06-01,
6301,219,8,OUT,200,2023-04-07,9613
6302,8888,888,IN,0,2024-03-27,
6303,276,2,OUT,423,2023-11-21,25198
6304,78,30,OUT,140,2023-09-23,2019
6305,94,20,IN,63,2024-05-29,
6306,298,5,OUT,153,2024-06-05,27575
6307,136,34,IN,185,2024-10-03,
6308,117,12,OUT,166,2024-02-08,6419
6309,246,24,IN,227,2024-07-27,
6310,291,23,IN,174,2023-02-23,
6311,276,12,OUT,473,2023-10-31,5084
6312,334,11,OUT,4,2023-04-23,12016
6313,35,17,OUT,215,2024-06-08,17937
6314,155,17,OUT,258,2023-10-17,585
6315,20,24,IN,149,2023-11-11,
6316,31,8,OUT,474,2023-11-20,8662
6317,226,12,OUT,328,2023-12-22,28237
6318,312,27,IN,378,2023-07-01,
6319,232,21,OUT,2,2023-08-04,23138
6320,23,5,OUT,86,2024-12-09,9716
6321,102,25,OUT,489,2024-03-19,25283
6322,74,35,OUT,81,2024-12-17,26237
6323,346,19,IN,444,2023-06-08,
6324,199,33,IN,439,2024-10-19,
6325,216,27,IN,261,2024-08-30,
6326,21,17,OUT,17,2024-07-24,21227
6327,188,10,OUT,394,2024-03-16,775
6328,312,20,OUT,251,2023-04-10,13951
6329,303,25,OUT,153,2024-12-05,14906
6330,338,4,OUT,414,2023-06-04,18631
6331,356,6,IN,434,2023-11-12,
6332,116,18,OUT,477,2023-11-21,16213
6333,341,3,OUT,149,2023-04-16,29007
6334,338,5,IN,169,2023-07-08,
6335,81,16,IN,84,2023-06-13,
6336,279,5,OUT,146,2024-02-27,4749
6337,8888,888,OUT,0,2023-10-12,888888
6338,49,21,OUT,128,2023-04-24,23120
6339,55,1,OUT,384,2023-08-19,11141
6340,161,21,OUT,2,2024-07-30,17563
6341,319,3,OUT,186,2023-08-21,10977
6342,348,26,OUT,428,2023-02-24,18595
6343,99,28,OUT,177,2024-11-21,15872
6344,69,9,OUT,87,2024-05-19,21635
6345,116,27,OUT,190,2024-02-27,28235
6346,80,21,OUT,473,2024-05-06,26329
6347,252,20,OUT,212,2023-01-05,5066
6348,303,11,IN,45,2023-12-05,
6349,256,30,IN,297,2023-03-14,
6350,293,4,IN,444,2024-08-04,
6351,234,34,IN,29,2024-12-28,
6352,15,14,OUT,449,2024-04-02,21447
6353,357,35,IN,72,2024-05-15,
6354,116,26,IN,319,2023-11-02,
6355,55,22,IN,96,2024-01-29,
6356,293,15,IN,155,2023-12-15,
6357,342,35,IN,70,2023-10-14,
6358,8888,888,OUT,0,2024-05-27,888888
6359,213,31,IN,191,2023-02-27,
6360,133,13,IN,13,2023-03-27,
6361,211,23,OUT,463,2023-01-05,13908
6362,160,32,IN,198,2023-07-07,
6363,134,25,OUT,252,2024-01-24,23015
6364,279,26,IN,208,2023-11-03,
6365,172,29,OUT,17,2024-01-14,16082
6366,23,14,OUT,424,2024-03-16,12664
6367,291,18,IN,424,2023-05-06,
6368,84,9,OUT,207,2023-05-26,19797
6369,22,4,IN,297,2023-06-21,
6370,162,2,IN,495,2023-11-06,
6371,32,21,OUT,245,2024-02-11,22571
6372,59,4,IN,477,2023-03-30,
6373,357,6,OUT,245,2023-05-03,19469
6374,61,25,IN,97,2024-01-01,
6375,183,23,OUT,312,2023-12-25,5198
6376,166,4,IN,320,2024-09-28,
6377,213,30,OUT,20,2024-02-19,4393
6378,312,6,OUT,331,2023-07-13,22538
6379,297,2,OUT,385,2024-06-12,15776
6380,38,16,OUT,140,2023-11-04,17736
6381,192,26,OUT,98,2024-11-17,16924
6382,64,11,IN,187,2023-04-23,
6383,297,27,OUT,428,2023-04-10,8578
6384,103,27,IN,227,2024-03-27,
6385,258,19,OUT,248,2023-11-09,8012
6386,315,7,IN,494,2023-06-11,
6387,10,10,OUT,128,2024-06-21,17777
6388,221,28,IN,237,2023-11-16,
6389,26,29,OUT,112,2023-09-17,13642
6390,119,2,IN,378,2024-11-03,
6391,28,17,OUT,137,2023-02-11,7439
6392,94,6,IN,153,2023-03-07,
6393,9,20,IN,174,2024-02-28,
6394,88,7,IN,64,2023-06-05,
6395,47,1,IN,205,2023-05-24,
6396,133,7,OUT,297,2024-02-06,25508
6397,86,2,IN,308,2023-01-31,
6398,26,2,IN,19,2024-10-15,
6399,62,25,OUT,272,2024-06-07,14822
6400,145,23,OUT,369,2023-02-18,14314
6401,352,8,OUT,6,2023-04-01,21528
6402,1,22,OUT,190,2023-10-26,25715
6403,339,7,IN,410,2023-11-22,
6404,136,33,OUT,342,2023-02-04,23238
6405,284,1,OUT,244,2024-07-09,3934
6406,104,32,OUT,240,2024-04-27,2143
6407,238,14,OUT,137,2023-06-10,10876
6408,275,34,OUT,229,2023-09-26,7019
6409,33,5,IN,187,2024-10-02,
6410,63,7,OUT,149,2024-08-25,29603
6411,95,32,IN,19,2024-11-03,
6412,348,16,IN,135,2024-04-26,
6413,19,19,OUT,448,2023-10-18,9222
6414,120,13,OUT,155,2024-10-08,23111
6415,155,11,OUT,397,2023-08-08,13269
6416,103,35,OUT,429,2024-05-19,11992
6417,3,32,OUT,33,2023-06-15,4392
6418,250,18,OUT,202,2024-07-16,27199
6419,304,5,IN,47,2023-05-25,
6420,119,26,OUT,0,2024-06-02,15418
6421,25,10,IN,28,2023-04-05,
6422,260,17,IN,64,2024-09-26,
6423,160,4,OUT,150,2024-06-12,1959
6424,162,27,IN,7,2024-04-22,
6425,350,17,IN,144,2023-01-19,
6426,325,10,IN,450,2023-03-09,
6427,244,19,IN,472,2024-12-18,
6428,211,31,IN,19,2024-11-27,
6429,225,4,OUT,483,2024-10-05,27868
6430,186,27,IN,171,2024-04-20,
6431,256,35,OUT,88,2024-10-25,10257
6432,133,2,OUT,10,2023-05-28,23893
6433,162,25,OUT,209,2023-01-16,9887
6434,297,23,OUT,148,2024-07-04,18379
6435,175,23,IN,341,2024-10-29,
6436,38,1,IN,193,2024-12-16,
6437,329,15,IN,227,2024-01-23,
6438,177,24,IN,459,2024-07-11,
6439,14,4,OUT,146,2023-07-23,12780
6440,328,4,IN,307,2023-12-17,
6441,338,22,IN,74,2023-02-26,
6442,191,12,OUT,105,2024-07-06,13313
6443,62,16,IN,451,2024-02-18,
6444,30,12,OUT,305,2023-01-23,3255
6445,335,22,OUT,400,2024-12-04,2552
6446,130,8,OUT,192,2024-05-17,6461
6447,246,1,OUT,361,2024-08-09,18462
6448,135,7,OUT,227,2024-03-02,17448
6449,287,16,OUT,421,2024-04-12,25169
6450,29,19,OUT,474,2023-10-26,6531
6451,251,8,OUT,380,2023-11-07,10343
6452,15,15,OUT,44,2024-12-13,16268
6453,206,18,OUT,269,2024-10-11,19132
6454,281,6,OUT,446,2024-12-31,16446
6455,179,4,OUT,310,2023-02-17,1521
6456,357,32,OUT,406,2023-11-03,11322
6457,256,23,OUT,496,2023-02-20,4482
6458,220,10,OUT,476,2024-12-10,14822
6459,267,32,OUT,111,2023-10-26,1107
6460,342,4,IN,386,2024-12-15,
6461,15,23,OUT,158,2024-08-25,27508
6462,272,12,OUT,300,2023-03-10,12600
6463,239,29,OUT,315,2024-10-15,24217
6464,47,5,OUT,439,2023-09-19,12725
6465,233,5,IN,472,2024-10-16,
6466,266,1,OUT,172,2023-11-20,21338
6467,288,23,OUT,52,2023-12-04,6525
6468,122,14,OUT,7,2023-11-04,7811
6469,244,30,IN,453,2023-02-20,
6470,8888,888,IN,0,2024-02-01,
6471,131,6,IN,280,2023-07-28,
6472,51,31,OUT,252,2023-12-05,28352
6473,218,26,OUT,385,2024-11-07,20908
6474,290,22,IN,304,2024-11-14,
6475,204,13,IN,431,2024-01-10,
6476,359,24,OUT,390,2023-03-13,23553
6477,267,2,OUT,87,2023-09-21,29459
6478,347,25,OUT,175,2023-01-13,3709
6479,241,31,IN,6,2023-11-24,
6480,102,9,IN,125,2024-07-10,
6481,294,17,OUT,480,2023-02-28,25573
6482,127,19,OUT,302,2023-08-27,5147
6483,310,23,OUT,44,2023-12-06,25059
6484,282,29,IN,439,2024-08-16,
6485,107,26,OUT,323,2024-02-05,17883
6486,19,11,OUT,134,2024-06-30,27769
6487,276,19,OUT,488,2024-07-20,5032
6488,198,23,IN,300,2023-08-03,
6489,356,23,IN,0,2024-07-31,
6490,8,22,IN,104,2024-02-12,
6491,251,2,IN,315,2023-01-02,
6492,353,35,OUT,70,2024-04-07,18758
6493,172,24,OUT,217,2024-11-21,7630
6494,92,19,OUT,334,2023-12-28,10770
6495,117,22,OUT,152,2023-04-22,19091
6496,28,23,IN,288,2023-06-07,
6497,56,32,OUT,91,2023-04-07,14442
6498,100,23,OUT,181,2024-08-14,15310
6499,124,20,OUT,398,2023-05-26,17679
6500,294,4,OUT,0,2024-04-24,23138
6501,268,9,OUT,239,2023-05-30,7939
6502,265,8,IN,144,2023-11-16,
6503,279,2,IN,233,2024-10-04,
6504,84,10,OUT,165,2023-03-24,4117
6505,98,35,OUT,457,2023-01-28,22649
6506,177,19,OUT,82,2023-09-26,7361
6507,349,33,IN,254,2023-07-12,
6508,146,2,OUT,223,2023-06-15,23022
6509,202,17,OUT,471,2023-09-12,19146
6510,280,21,IN,475,2024-07-11,
6511,282,26,IN,328,2023-02-04,
6512,41,1,OUT,50,2023-02-13,1054
6513,163,15,IN,149,2024-05-01,
6514,281,14,OUT,155,2024-09-08,22145
6515,213,32,OUT,236,2024-12-09,103
6516,174,19,OUT,432,2023-04-25,29734
6517,195,26,IN,66,2024-05-14,
6518,79,13,OUT,424,2024-06-22,1429
6519,117,23,OUT,177,2023-10-27,20775
6520,143,3,OUT,290,2023-12-31,13659
6521,184,17,OUT,139,2024-02-15,19019
6522,286,6,OUT,322,2024-07-21,3764
6523,65,34,OUT,216,2023-07-09,7769
6524,1,24,OUT,128,2024-09-23,29875
6525,286,24,IN,31,2024-06-30,
6526,198,30,OUT,260,2023-12-28,22421
6527,32,34,OUT,142,2023-06-26,27035
6528,284,30,OUT,314,2024-08-25,23651
6529,37,17,OUT,381,2023-04-30,1528
6530,144,20,OUT,482,2023-07-30,15282
6531,66,10,OUT,62,2024-04-18,23415
6532,334,21,IN,309,2024-12-09,
6533,113,5,IN,498,2024-04-12,
6534,11,19,IN,103,2024-01-18,
6535,96,27,IN,326,2024-06-30,
6536,349,12,IN,493,2024-05-27,
6537,183,23,OUT,474,2023-09-09,16308
6538,196,25,OUT,463,2024-07-02,14819
6539,8888,888,IN,0,2023-05-21,
6540,261,2,OUT,367,2023-03-21,25368
6541,172,33,OUT,328,2024-06-14,360
6542,56,33,OUT,77,2024-11-10,13527
6543,326,34,IN,446,2024-03-12,
6544,183,29,OUT,13,2024-01-15,8692
6545,7,2,OUT,29,2024-07-07,26151
6546,125,16,OUT,133,2024-07-01,23610
6547,252,12,OUT,70,2023-08-12,28383
6548,241,16,IN,92,2023-01-01,
6549,285,23,IN,369,2023-01-02,
6550,53,17,IN,135,2024-09-12,
6551,154,29,OUT,165,2024-03-09,14482
6552,281,10,OUT,300,2023-04-20,1718
6553,5,14,OUT,428,2024-02-03,28684
6554,355,1,OUT,326,2023-10-26,4272
6555,166,9,OUT,166,2023-07-26,3298
6556,16,12,IN,107,2023-09-03,
6557,242,6,OUT,336,2023-01-03,6924
6558,313,7,OUT,74,2024-05-25,3546
6559,302,2,IN,118,2024-08-12,
6560,12,15,IN,493,2023-06-26,
6561,285,26,IN,54,2023-04-08,
6562,206,22,IN,139,2024-12-24,
6563,151,10,OUT,290,2024-01-25,23497
6564,103,11,OUT,241,2024-09-05,27891
6565,67,15,IN,279,2023-07-30,
6566,130,15,IN,487,2023-11-21,
6567,355,22,IN,472,2023-10-15,
6568,36,6,IN,12,2024-06-24,
6569,170,21,IN,312,2023-11-30,
6570,307,11,IN,40,2023-03-09,
6571,62,3,IN,88,2023-02-02,
6572,345,2,IN,339,2024-06-12,
6573,112,30,OUT,297,2023-12-02,17513
6574,222,34,OUT,396,2024-09-22,28155
6575,266,21,OUT,86,2023-01-22,1468
6576,360,20,OUT,335,2024-05-22,17634
6577,203,9,OUT,61,2023-03-22,5811
6578,43,15,OUT,453,2023-10-12,8140
6579,313,27,IN,63,2024-10-17,
6580,150,22,IN,17,2023-11-20,
6581,144,4,IN,335,2024-08-30,
6582,59,26,OUT,269,2023-11-15,26956
6583,176,26,OUT,151,2023-06-29,1542
6584,241,30,OUT,268,2023-04-04,24149
6585,8888,888,IN,0,2023-01-13,
6586,233,35,OUT,317,2023-04-03,2505
6587,290,32,IN,400,2024-01-19,
6588,197,17,OUT,313,2023-08-14,28958
6589,298,19,IN,348,2024-01-01,
6590,132,10,OUT,435,2023-08-11,28461
6591,100,26,IN,73,2024-08-01,
6592,181,27,OUT,186,2023-01-21,14649
6593,153,35,OUT,367,2023-07-10,19167
6594,21,14,OUT,188,2023-02-28,6672
6595,304,10,OUT,371,2024-01-25,4106
6596,25,10,IN,300,2023-09-28,
6597,76,27,OUT,478,2023-09-24,29750
6598,47,32,IN,82,2023-07-28,
6599,167,10,OUT,106,2024-08-10,9003
6600,72,35,OUT,442,2023-05-22,28737
6601,67,4,IN,315,2024-11-14,
6602,333,7,OUT,454,2024-10-14,27125
6603,141,34,OUT,69,2024-02-19,10824
6604,279,14,OUT,442,2023-08-04,518
6605,132,24,OUT,355,2023-04-23,19447
6606,99,35,IN,173,2024-04-14,
6607,302,2,OUT,420,2024-09-27,29338
6608,358,4,OUT,298,2024-07-03,19952
6609,24,34,OUT,421,2023-01-28,4069
6610,213,10,IN,41,2024-03-12,
6611,176,24,IN,65,2024-07-26,
6612,210,26,OUT,97,2023-07-18,3804
6613,268,21,OUT,265,2023-06-12,26015
6614,106,3,OUT,474,2024-07-13,5138
6615,351,34,IN,246,2024-11-08,
6616,276,30,OUT,40,2024-06-11,28125
6617,129,12,IN,355,2023-10-13,
6618,293,31,IN,247,2024-06-01,
6619,143,3,IN,393,2024-12-06,
6620,286,27,IN,63,2024-11-22,
6621,223,2,OUT,342,2023-04-10,23420
6622,81,34,OUT,19,2023-01-17,25405
6623,173,14,IN,129,2024-02-18,
6624,90,17,IN,275,2024-08-23,
6625,46,13,IN,445,2023-06-15,
6626,71,12,OUT,200,2023-11-10,16141
6627,135,15,OUT,313,2024-10-31,16027
6628,129,27,IN,127,2023-11-28,
6629,278,32,OUT,420,2024-10-23,28807
6630,55,22,IN,405,2023-10-12,
6631,107,8,IN,224,2024-01-30,
6632,8,9,IN,305,2024-07-27,
6633,312,18,IN,483,2024-01-08,
6634,78,33,OUT,3,2024-05-21,27897
6635,215,15,IN,485,2023-06-21,
6636,165,6,IN,0,2023-05-30,
6637,66,8,OUT,194,2024-10-03,8091
6638,141,2,IN,166,2023-01-31,
6639,75,2,OUT,40,2023-12-08,19413
6640,249,4,OUT,207,2024-06-13,10523
6641,137,5,IN,39,2024-09-26,
6642,262,26,OUT,300,2024-03-03,17561
6643,24,30,OUT,330,2023-05-29,19742
6644,196,18,OUT,59,2024-08-07,18624
6645,116,32,OUT,424,2024-02-09,11247
6646,337,3,OUT,360,2023-03-30,19727
6647,210,1,OUT,211,2023-02-25,6004
6648,348,25,OUT,290,2024-10-19,17981
6649,59,3,IN,489,2023-01-05,
6650,307,20,OUT,455,2023-01-23,28231
6651,66,3,IN,198,2024-09-22,
6652,234,19,IN,175,2023-03-31,
6653,291,8,IN,64,2024-05-11,
6654,320,26,OUT,57,2023-06-02,1902
6655,157,23,OUT,189,2024-04-04,4647
6656,171,16,OUT,97,2023-03-14,20408
6657,280,8,OUT,317,2024-07-03,21306
6658,32,28,IN,213,2024-10-13,
6659,324,30,IN,475,2023-07-19,
6660,179,7,OUT,455,2023-01-19,1866
6661,32,22,IN,0,2023-10-11,
6662,165,27,OUT,310,2023-12-01,11681
6663,58,29,OUT,302,2024-04-14,5214
6664,292,27,OUT,348,2024-01-04,27066
6665,19,9,IN,347,2024-03-03,
6666,159,26,OUT,187,2023-06-04,6944
6667,284,17,OUT,130,2023-06-27,4442
6668,278,13,IN,261,2024-10-20,
6669,168,20,OUT,243,2023-05-11,1525
6670,13,27,OUT,32,2024-05-15,14838
6671,320,26,IN,24,2024-06-10,
6672,243,28,IN,350,2024-11-23,
6673,6,10,OUT,36,2023-10-10,7853
6674,290,10,IN,10,2023-07-04,
6675,338,28,IN,302,2024-02-12,
6676,330,27,OUT,108,2024-07-23,23736
6677,97,31,OUT,343,2024-12-27,3594
6678,61,26,OUT,54,2023-11-15,12013
6679,194,15,OUT,378,2024-11-27,10716
6680,233,7,IN,265,2023-10-26,
6681,114,5,IN,11,2023-08-19,
6682,55,13,IN,464,2023-08-08,
6683,69,14,IN,235,2023-07-15,
6684,316,16,OUT,40,2024-12-17,22824
6685,170,10,IN,272,2024-05-16,
6686,256,7,IN,40,2023-01-24,
6687,153,30,IN,3,2023-01-27,
6688,4,35,IN,332,2024-07-01,
6689,145,31,OUT,477,2023-07-03,23145
6690,77,30,IN,441,2024-08-12,
6691,277,13,OUT,437,2024-11-13,23622
6692,96,1,OUT,442,2024-11-20,8899
6693,245,19,IN,58,2024-10-27,
6694,222,16,IN,350,2023-05-11,
6695,95,34,IN,76,2024-03-14,
6696,158,23,OUT,247,2024-03-11,7267
6697,299,35,IN,87,2023-02-13,
6698,321,26,OUT,221,2024-10-07,25529
6699,290,12,IN,344,2024-02-29,
6700,37,14,IN,366,2024-06-19,
6701,229,11,IN,74,2023-07-25,
