order_item_id,order_id,product_id,quantity,unit_price_inr,discount_amount_inr,line_total_inr
10675,15518,164,8,12286.37,26221.62,72069.34
10676,20423,335,1,12494.66,3747.38,8747.28
10677,10051,143,2,438.96,179.97,697.95
10678,29008,339,3,3014.97,1323.76,7721.15
10679,29741,357,6,5898.77,8964.7,26427.92
10680,3036,214,7,5175.09,8632.09,27593.54
10681,2179,210,9,14267.7,5769.04,438360.04
10682,6275,54,2,11113.75,1327.67,20899.83
10683,1823,234,1,11507.64,2637.05,8870.59
10684,11629,197,2,13072.22,5236.67,20907.77
10685,12712,109,5,12603.71,0.0,44806.13
10686,20050,39,7,3219.62,347.26,22190.08
10687,18191,353,3,13458.94,11597.87,28778.95
10688,24348,122,5,9738.05,4660.6,44029.65
10689,17854,162,10,9195.2,2644.55,89307.45
10690,2102,208,8,291.64,173.06,2160.06
10691,18220,71,3,910.81,783.78,1948.65
10692,12440,264,7,13693.25,10941.71,84911.04
10693,11390,145,7,490.15,844.52,2586.53
10694,27257,41,8,13487.63,3326.43,104574.61
10695,18444,304,7,10292.81,2391.76,69657.91
10696,10457,85,2,9570.83,4154.87,14986.79
10697,14429,344,10,5527.72,2301.42,52975.78
10698,9442,115,4,3077.86,2074.97,10236.47
10700,19820,102,1,9958.02,1825.11,8132.91
10701,24839,249,3,1009.03,131.38,2895.71
10702,22688,241,3,947.54,681.57,2161.05
10703,2508,201,6,8512.68,13785.8,37290.28
10704,3294,284,1,8976.44,190.24,8786.2
10705,18726,272,7,12390.28,16841.8,69890.16
10706,14020,143,2,3777.73,501.34,7054.12
10707,25331,145,10,6236.36,10021.81,52341.79
10708,6090,185,8,2651.44,4946.4,16265.12
10709,872,197,9,2847.09,1006.4,24617.41
10710,4177,250,6,12260.5,19122.0,54441.0
10711,18084,147,1,4348.64,762.34,3586.3
10712,1694,136,5,97.25,132.34,353.91
10713,9113,198,6,4744.49,6951.07,21515.87
10714,12784,99,8,7412.68,1615.08,57686.36
10715,4953,49,9,13485.55,32527.9,88842.05
10716,21202,236,2,12413.35,3265.43,21561.27
10717,5225,125,7,2758.71,1056.9,18254.07
10718,14507,45,2,197.51,30.53,364.49
10719,2371,41,6,1360.55,1049.57,7113.73
10720,7651,157,5,14960.04,18692.57,56107.63
10721,9063,249,7,7749.5,9149.2,45097.3
10722,4054,222,10,7116.68,20192.93,50973.87
10723,18004,6,4,8425.07,2561.95,31138.33
10724,8942,267,7,2903.46,5127.22,15197.0
10725,25335,151,6,6494.75,0.0,33441.41
10726,27187,55,7,3780.58,1766.86,24697.2
10727,28914,85,1,7646.13,680.01,6966.12
10728,16344,193,3,8708.11,6199.64,19924.69
10729,10249,158,9,13113.92,28934.25,89091.03
10730,21164,24,4,11207.15,2004.0,42824.6
10731,12846,251,4,10568.83,0.0,34041.8
10732,21516,300,8,7260.02,14423.02,43657.14
10733,28126,252,7,825.46,432.35,5345.87
10734,14401,213,6,7548.64,8234.05,37057.79
10735,5775,194,6,5377.33,903.7,31360.28
10736,22567,298,9,3925.26,5990.12,29337.22
10737,28509,23,8,13708.34,27965.43,81701.29
10738,7284,338,2,14175.36,4926.06,23424.66
10739,85,292,5,5251.85,5238.25,21021.0
10740,15681,109,7,9931.62,14833.03,54688.31
10741,19115,289,3,487.61,33.79,1429.04
10742,8955,200,4,4477.02,1938.93,15969.15
10743,29155,271,3,3237.31,2148.58,7563.35
10744,28423,176,5,4514.74,6369.49,16204.21
10745,16861,87,4,8974.02,2251.33,33644.75
10746,18616,223,2,4397.97,2511.88,6284.06
10747,3008,312,9,6911.16,12427.27,49773.17
10748,17934,116,9,12258.55,10196.86,100130.09
10749,17301,216,9,2628.11,6514.06,17138.93
10750,6841,260,1,10103.09,1385.72,8717.37
10751,19014,344,6,14820.09,22349.93,66570.61
10752,26245,107,9,773.17,1658.76,5299.77
10753,23700,211,1,11227.11,2223.93,9003.18
10754,22779,317,4,4237.5,157.55,16792.45
10755,17598,315,7,9663.26,0.0,48869.44
10756,5779,166,1,13259.26,970.24,12289.02
10757,16771,65,2,3933.75,177.5,7690.0
10758,6532,251,9,2652.8,5101.9,18773.3
10759,12726,116,1,13646.64,0.0,10015.32
10760,21344,356,4,139.09,0.0,533.2
10761,8568,336,7,952.99,1257.23,5413.7
10762,3975,115,2,12906.7,4833.22,20980.18
10763,10359,61,10,1100.86,1325.64,9682.96
10764,23787,237,10,7793.1,9931.74,270680.01
10765,26250,96,3,1438.16,999.77,3314.71
10766,21640,116,7,9317.71,11200.76,54023.21
10767,20911,289,10,3048.22,1726.52,28755.68
10768,4054,153,9,6262.33,10938.43,45422.54
10769,5587,40,3,2610.07,938.67,6891.54
10770,17211,123,5,13902.54,16003.06,53509.64
10771,23291,359,8,14948.94,35753.62,83837.9
10772,8223,228,4,13530.76,2412.38,51710.66
10773,10217,220,3,7848.38,1555.83,21989.31
10774,22324,311,4,14262.96,14942.14,42109.7
10775,8831,116,4,13874.33,14009.23,41488.09
10776,17502,235,1,2097.65,167.66,1929.99
10777,6443,149,5,2346.54,3032.58,8700.12
10778,6708,57,5,13889.3,14035.67,55410.83
10779,12452,55,4,10632.49,3274.83,39255.13
10780,16623,265,1,11793.4,944.85,10848.55
10781,12283,221,10,501.2,1320.96,3691.04
10782,25647,114,10,12545.41,13509.38,111944.72
10783,23673,355,8,7439.2,16741.95,42771.65
10784,23860,216,3,6675.88,2361.04,17666.6
10785,22550,206,3,13615.27,2909.98,37935.83
10786,14985,102,1,5188.33,774.31,4414.02
10787,25260,283,10,3014.48,8527.43,21617.37
10788,2602,169,9,7108.99,1650.96,62329.95
10789,4873,339,7,2140.99,3958.73,11028.2
10790,8035,297,4,9948.79,11087.58,28707.58
10791,29013,79,2,11063.55,4733.62,17393.48
10792,27827,70,9,4541.91,12057.21,28819.98
10793,18078,243,9,803.48,1907.07,5324.25
10795,25916,174,8,10925.78,15096.29,72309.95
10796,20240,115,5,1766.03,484.72,8345.43
10797,7203,272,10,8520.59,5372.42,79833.48
10798,16723,163,5,11392.9,7170.86,49793.64
10799,8617,72,6,14233.21,23958.61,61440.65
10800,1173,121,7,11862.59,18205.47,64832.66
10801,22675,316,9,11853.49,19974.58,86706.83
10802,24172,167,2,1491.33,424.26,2558.4
10803,24487,38,5,115.87,44.95,534.4
10804,11073,243,4,7753.97,8087.08,22928.8
10805,23427,129,1,12885.71,311.44,12574.27
10806,14883,158,2,13464.65,7887.02,19042.28
10807,29861,338,5,14348.28,10212.76,61528.64
10808,29990,223,7,2889.31,1570.4,18654.77
10809,6437,113,4,3958.54,2871.37,12962.79
10810,17186,283,5,13572.13,14916.89,52943.76
10811,9594,145,8,14856.57,1528.96,117323.6
10812,26733,304,6,8112.23,5425.01,43248.37
10813,7119,206,4,10424.3,6427.85,35269.35
10814,20886,170,8,9017.5,400.02,71739.98
10815,26076,286,4,11220.36,12240.51,32640.93
10816,17500,327,1,2451.25,554.37,1896.88
10817,13950,14,6,1936.03,0.0,11226.68
10818,2605,63,7,1023.84,419.8,6747.08
10819,13859,76,1,10798.57,528.19,10270.38
10820,21743,243,7,11003.42,9783.98,67239.96
10821,7330,175,5,9845.47,1082.47,48144.88
10822,22152,224,4,9446.91,0.0,27443.79
10823,14182,262,8,517.88,604.41,3538.63
10824,27588,282,10,11621.52,30703.1,85512.1
10825,9303,104,2,13974.74,2327.34,25622.14
10826,28314,63,1,11330.38,739.57,10590.81
10827,24667,235,9,2592.41,240.42,23091.27
10828,20087,202,6,4203.82,4388.76,20834.16
10829,11624,148,7,10448.87,15730.27,57411.82
10830,23301,62,4,1343.56,180.22,5194.02
10831,3260,336,6,12229.18,18981.37,54393.71
10832,16608,21,3,10335.04,6557.53,24447.59
10833,18585,304,9,12675.83,12780.35,101302.12
10834,11241,324,1,6734.96,1946.84,4788.12
10835,22948,27,1,249.79,16.19,233.6
10836,630,270,6,5707.18,5887.8,28355.28
10837,29311,308,7,1419.72,2591.72,7346.32
10838,21068,54,8,2798.87,4135.84,18255.12
10839,9671,134,4,9481.03,6516.5,31407.62
10840,1768,124,6,7161.81,7187.39,35783.47
10841,25669,320,10,4659.91,10789.66,35809.44
10842,8064,277,10,12849.74,1073.82,127423.58
10843,9357,110,1,7115.57,1900.54,5215.03
10844,9401,230,7,13528.28,22317.1,72380.86
10845,13218,89,5,5967.0,696.93,29138.07
10846,24862,113,2,4604.98,2537.47,6672.49
10847,5060,8,3,11426.82,3755.19,30525.27
10848,6959,339,7,8216.59,3139.04,54377.09
10849,10400,272,5,495.29,218.82,2257.63
10850,12730,350,5,9998.44,13475.45,36516.75
10851,9261,176,4,12095.3,11843.81,36537.39
10852,17635,224,10,5451.76,1424.73,53092.87
10853,28248,269,9,12007.76,5997.7,102072.14
10854,24020,166,6,8174.38,4998.07,44048.21
10855,14974,154,7,1442.6,1685.6,8412.6
10856,26405,295,10,1525.01,3879.84,11370.26
10857,28164,341,10,1811.89,429.16,17689.74
10858,27381,123,5,13406.85,19423.15,47611.1
10859,18979,132,6,9795.83,3654.05,55120.93
10860,3108,315,7,10538.74,20135.15,53636.03
10861,8504,118,8,12137.17,26533.91,70563.45
10862,11814,263,9,14680.88,17828.2,114299.72
10863,7877,70,8,7882.31,16609.0,46449.48
10864,19874,238,5,10053.34,7792.22,42474.48
10865,21535,91,9,9222.02,10224.67,72773.51
10866,22589,55,7,12003.65,0.0,67532.1
10867,18980,52,10,9859.88,27348.89,71249.91
10868,20526,105,9,2445.05,5210.84,16794.61
10869,15288,258,3,11557.99,6143.44,28530.53
10870,17519,11,8,2857.35,0.0,22492.81
10871,21609,228,3,5382.31,2470.84,13676.09
10872,23472,343,2,4609.67,364.67,8854.67
10873,11586,163,1,9205.59,2430.43,6775.16
10874,24062,180,2,12054.68,6835.95,17273.41
10875,3952,247,2,496.76,116.04,877.48
10876,14815,344,3,6621.43,2071.25,17793.04
10877,27258,303,5,370.13,25.92,1824.73
10878,8147,217,10,9766.15,2618.37,95043.13
10879,26249,11,1,13675.49,0.0,11577.5
10880,25457,93,10,8489.02,18325.03,66565.17
10881,16389,89,7,8798.56,850.88,60739.04
10882,4880,168,2,11652.7,5297.2,18008.2
10883,6736,160,2,10846.56,2139.33,19553.79
10884,26868,182,8,11127.59,20512.28,68508.44
10885,27513,284,8,12878.59,4025.62,99003.1
10886,25270,30,10,5895.39,16967.0,41986.9
10887,27532,134,7,952.79,909.05,5760.48
10888,19579,148,10,5959.2,6334.86,53257.14
10889,6209,334,4,6713.03,345.21,26506.91
10890,12577,127,4,9590.99,1095.89,37268.07
10891,6422,207,6,10397.72,16194.56,46191.76
10892,4461,324,2,60.84,11.98,109.7
10893,23247,44,4,5473.27,5595.0,16298.08
10894,12441,166,2,5427.18,2161.37,8692.99
10895,6205,211,5,7711.9,6631.15,31928.35
10896,23466,243,7,2375.04,2798.26,13827.02
10897,10290,87,4,3679.62,3749.28,10969.2
10898,27154,183,10,14927.53,35645.72,113629.58
10899,1278,97,10,6749.22,7711.18,59781.02
10900,24354,96,8,9860.28,4124.12,74758.12
10901,10660,205,6,11860.93,5035.12,66130.46
10902,2270,104,3,6149.67,4200.42,14248.59
10903,19396,347,2,6465.9,3794.55,9137.25
10904,27179,137,8,1857.73,2794.42,12067.42
10905,10,55,2,4821.01,814.19,8827.83
10906,14797,213,4,9309.81,7791.18,29448.06
10907,2545,273,8,6674.2,11707.87,41685.73
10908,2538,180,9,9816.0,13992.46,74351.54
10909,327,241,5,734.13,10.08,3660.57
10910,18498,49,1,10234.6,1703.5,8531.1
10911,27534,119,4,9275.85,1303.48,35799.92
10912,3831,353,2,8616.73,4768.48,12464.98
10913,21829,1,5,8021.07,10058.1,30047.25
10914,22641,7,7,3835.49,7237.37,19611.06
10915,21598,215,9,9355.07,2768.05,81427.58
10916,8914,17,7,4543.84,7279.58,24527.3
10917,17409,127,9,12206.21,1209.69,108646.2
10918,21011,321,8,6004.84,0.0,47180.73
10919,16087,15,1,12505.35,934.81,11570.54
10920,16641,292,6,8805.66,9534.17,43299.79
10921,23027,65,3,7551.66,779.25,21875.73
10922,918,208,1,2153.6,596.2,1557.4
10923,22884,195,4,9393.88,2858.7,34716.82
10924,869,100,6,4135.04,1180.05,23630.19
10925,26697,41,6,13216.1,7713.76,71582.84
10926,15004,17,7,3919.13,1604.9,25829.01
10927,10230,286,3,3258.35,948.85,8826.2
10928,6770,319,10,838.88,722.24,7666.56
10930,4494,143,8,2044.02,2207.15,14145.01
10931,23690,163,7,8108.7,15396.15,41364.75
10932,23655,344,6,6041.75,8094.45,28156.05
10933,22365,69,6,12411.0,9921.23,64544.77
10934,25387,157,2,6924.72,866.24,12983.2
10935,5259,69,5,14201.38,12357.32,58649.58
10936,13119,289,8,10457.89,23705.24,59957.88
10937,28519,350,9,4256.92,9525.74,28786.54
10938,2561,90,1,13456.77,3480.29,9976.48
10939,5006,240,6,9777.91,12110.16,46557.3
10940,4474,271,1,989.17,21.1,968.07
10941,26826,186,10,3857.82,5624.18,32954.02
10942,14627,312,10,14926.84,10282.41,138985.99
10943,9585,268,5,2605.7,1944.01,11084.49
10944,3339,86,10,1009.64,206.88,9889.52
10945,9334,101,2,856.66,179.94,1533.38
10946,21548,291,9,425.14,0.0,3541.62
10947,24728,209,6,6420.66,830.81,37693.15
10948,1878,293,5,8711.67,5831.32,37727.03
10949,1457,302,5,13621.76,12460.92,55647.88
10950,9520,174,10,11408.52,5369.72,108715.48
10951,5281,43,7,13810.71,23147.77,73527.2
10952,29755,339,2,1340.73,490.78,2190.68
10953,26382,335,1,5111.35,1468.36,3642.99
10954,11040,352,1,4325.33,503.19,3822.14
10955,11806,234,2,8183.08,4695.41,11670.75
10956,16689,258,6,3796.47,5271.06,17507.76
10957,4861,339,8,10211.59,18055.28,63637.44
10958,24055,170,3,12244.23,11015.02,25717.67
10959,21080,93,4,2917.37,2355.1,9314.38
10960,9628,136,10,11016.34,29646.37,80517.03
10961,25027,245,5,9803.62,6198.67,42819.43
10962,3747,15,7,4595.25,2443.56,29723.19
10963,6211,67,7,13497.18,25321.17,69159.09
10964,28697,173,6,71.59,117.64,311.9
10965,27062,356,2,6134.54,1584.34,10684.74
10966,3901,212,10,10259.18,26889.2,75702.6
10967,433,111,10,3082.95,2201.58,28627.92
10968,25710,238,6,12508.2,16748.81,58300.39
10969,26681,129,3,2739.96,674.74,7545.14
10970,23444,258,7,14280.54,13887.99,86075.79
10971,9661,336,8,10123.26,10058.13,70927.95
10972,3802,125,8,2308.26,5432.1,13033.98
10973,5158,274,3,9625.41,5905.75,22970.48
10974,6493,269,9,7851.52,10893.78,59769.9
10975,19502,53,2,1222.14,8.75,2435.53
10976,19919,77,8,3269.58,4528.61,21628.03
10977,24883,71,2,812.77,205.19,1420.35
10978,6457,154,1,8157.57,154.73,8002.84
10979,7000,330,9,938.97,2189.25,6261.48
10980,10727,42,6,3209.41,2620.53,16635.93
10981,3302,223,10,14320.08,37447.26,105753.54
10982,26875,260,4,8732.03,5055.12,29873.0
10983,14889,30,5,4621.06,3492.37,19612.93
10984,26312,130,1,4874.97,245.23,4629.74
10985,3809,214,6,7198.7,11482.15,31710.05
10986,24462,22,8,6649.99,3397.97,49801.95
10987,2053,6,6,2602.33,4173.05,11440.93
10988,24106,37,1,4141.38,1123.81,3017.57
10989,6279,50,5,12852.52,3763.42,60499.18
10990,13629,108,8,1216.69,936.8,8796.72
10991,20992,26,8,10522.36,9121.79,75057.09
10992,24003,27,2,7405.78,2319.08,12492.48
10994,6165,346,5,1391.14,1903.56,5052.14
10995,9058,259,8,749.53,843.27,5152.97
10996,4850,339,4,126.43,112.82,392.9
10997,9276,61,2,7706.86,3049.09,12364.63
10998,20620,80,1,1337.39,117.94,1219.45
10999,12852,189,4,9188.67,5761.13,30993.55
11000,11702,246,8,9808.72,4571.14,73898.62
11001,10527,134,10,14522.55,24239.46,120986.04
11002,25717,125,6,2424.13,3053.81,11490.97
11003,26143,45,6,14151.88,16651.41,68259.87
11004,28211,221,8,10940.24,16322.46,71199.46
11005,29803,110,5,12262.35,3078.54,58233.21
11006,14726,32,10,13066.08,20424.05,110236.75
11007,9912,33,6,8181.53,9760.74,39328.44
11008,22543,170,6,10765.26,8563.1,56028.46
11009,9108,53,8,12892.03,2109.62,101026.62
11010,19962,358,9,3688.14,6266.73,26926.53
11011,24635,135,6,3674.53,2766.17,109096.55
11012,24911,246,1,5822.24,1310.31,4511.93
11013,16871,291,10,13305.74,39304.88,93752.52
11014,26802,163,3,10591.36,4416.96,27357.12
11015,23269,140,1,14309.66,574.87,13734.79
11016,9571,30,2,14456.11,41.01,28871.21
11017,587,228,4,12337.94,3170.82,46180.94
11018,6034,272,1,2391.45,193.77,2197.68
11019,12783,4,5,14521.76,6357.39,66251.41
11020,24399,337,3,11158.65,2072.48,31403.47
11021,20502,271,9,6332.93,6654.38,50341.99
11022,26298,34,4,3401.12,206.1,13398.38
11023,20565,197,4,6629.46,1281.78,25236.06
11024,18261,7,7,4135.65,5515.3,23434.25
11025,18704,325,6,6250.01,9570.2,27929.86
11026,14048,291,8,14480.59,27508.14,88336.58
11027,23887,326,10,9663.14,19996.59,76634.81
11028,5195,224,4,4497.57,470.1,17520.18
11029,26159,144,2,14381.23,1381.39,27381.07
11030,26207,97,7,627.79,176.16,4218.37
11031,25075,326,8,11896.43,26630.72,68540.72
11032,8473,307,10,692.5,226.5,6698.5
11033,26416,308,8,14615.72,17265.56,99660.2
11034,28485,323,2,1294.93,0.0,2372.95
11035,29256,92,3,2757.12,1370.37,6900.99
11036,20328,249,5,2972.65,4183.74,10679.51
11037,1042,174,2,10805.09,1657.41,19952.77
11038,5065,93,4,12461.14,2224.7,47619.86
11039,5147,181,9,13133.36,0.0,89007.28
11040,21974,104,4,3651.18,1799.76,12804.96
11041,28494,294,8,5018.14,10611.03,29534.09
11042,6628,130,7,6023.24,5213.11,36949.57
11043,20932,82,9,1333.71,653.35,11350.04
11044,14343,54,1,214.83,30.61,184.22
11045,18858,303,6,2440.32,4037.02,10604.9
11046,1120,337,1,2841.45,593.3,2248.15
11047,29677,69,1,10776.59,2731.35,8045.24
11048,975,338,8,8479.62,6791.61,61045.35
11049,22102,269,7,4322.2,1216.34,29039.06
11050,27225,116,5,1095.74,1555.08,3923.62
11051,4830,82,7,10203.88,4918.67,66508.49
11052,20990,172,10,6563.22,15254.64,50377.56
11053,20593,183,9,2608.47,5949.19,17527.04
11054,26447,172,8,8009.81,16824.49,47253.99
11055,3674,260,10,12581.22,7813.42,117998.78
11056,25937,131,6,14598.38,19492.81,68097.47
11057,26698,286,4,10773.48,12883.62,30210.3
11058,19472,192,8,9947.63,6037.05,73543.99
11059,13668,178,8,2422.29,5315.94,14062.38
11060,8255,114,2,7562.67,3809.59,11315.75
11061,12380,306,4,13001.77,13826.36,38180.72
11062,19483,37,3,8022.77,6597.21,17471.1
11063,27541,192,5,9374.03,7135.3,39734.85
11064,8973,275,9,11227.8,22435.37,78614.83
11065,17642,315,3,8448.62,7458.8,17887.06
11066,26595,279,8,2665.73,338.93,20986.91
11067,14433,175,1,9378.45,1129.23,8249.22
11068,8436,322,3,4009.09,56.92,11970.35
11069,14564,64,8,12769.09,3619.27,98533.45
11070,3294,270,9,14179.3,28997.26,98616.44
11071,24005,205,2,2088.47,1010.6,3166.34
11072,27952,38,5,13479.98,14665.87,52734.03
11073,14681,285,7,3919.51,5218.19,22218.38
11074,2315,59,2,11375.97,2139.18,20612.76
11075,29832,11,9,10092.16,18867.95,71961.49
11076,22526,16,6,6052.4,1364.19,34950.21
11077,21905,266,1,7081.66,1077.18,6004.48
11078,21655,227,10,7468.73,9623.92,65063.38
11079,3006,34,6,926.61,802.02,4757.64
11080,5960,64,8,9602.26,8194.42,68623.66
11081,8963,53,5,2337.07,991.2,10694.15
11082,909,294,6,14315.89,7999.77,77895.57
11083,14254,7,7,4660.15,528.21,32092.84
11084,14319,1,10,6738.62,15373.86,52012.34
11085,16299,42,6,566.13,800.77,2596.01
11086,5139,347,8,13151.77,16675.18,88538.98
11087,1599,146,2,14549.22,7029.18,22069.26
11088,3325,348,2,3700.53,1861.68,5539.38
11089,25002,274,9,11324.47,11736.39,90183.84
11090,12652,125,2,2935.91,1255.25,4616.57
11091,16572,79,9,13531.35,8958.45,112823.7
11092,19484,360,7,14092.06,22246.16,76398.26
11093,12372,209,2,12051.37,2789.06,21313.68
11094,7835,233,2,7596.87,3782.82,11410.92
11095,3160,127,1,6842.08,1046.36,5795.72
11096,21573,145,9,10401.1,845.17,92764.73
11097,3530,80,2,1018.74,516.43,1521.05
11098,2706,314,6,6861.0,0.0,34442.34
11099,17533,273,10,4041.68,7920.57,32496.23
11100,8175,2,2,1440.25,118.49,2762.01
11101,17373,323,1,11351.78,2194.5,9157.28
11102,29035,315,2,10516.14,1476.84,19555.44
11103,22210,271,1,5990.47,1434.8,4555.67
11104,2106,203,6,10643.16,18278.04,45580.92
11105,9711,356,7,11938.76,4768.37,78802.95
11106,17443,206,5,5189.86,4660.19,21289.11
11107,17986,236,7,5208.94,4117.21,32345.37
11108,22819,202,10,10988.94,32774.62,77114.78
11109,28733,308,2,13139.18,7502.92,18775.44
11110,16554,297,3,5809.96,3958.19,13471.69
11111,21101,35,3,8807.41,5211.18,21211.05
11112,20578,42,2,10072.28,4800.78,61683.61
11113,29078,47,3,11410.92,7791.97,26440.79
11114,387,212,4,2425.19,860.44,8840.32
11115,11810,305,4,5824.83,2176.49,21122.83
11116,3482,59,2,3468.04,1941.31,4994.77
11117,20932,21,6,12265.8,9217.03,64377.77
11118,18579,94,10,6864.25,4581.51,64060.99
11119,8367,14,10,5911.92,1069.49,58049.71
11120,26621,328,2,14382.16,6764.97,21999.35
11121,9586,151,1,11392.06,252.61,11139.45
11122,11926,232,4,12514.9,14615.87,35443.73
11123,27999,307,10,12985.76,26719.63,103137.97
11124,7435,264,9,11862.49,21821.07,84941.34
11125,16921,188,8,732.85,342.51,5520.29
11127,28136,293,9,3947.55,3449.95,32078.0
11128,6450,233,4,205.28,127.15,693.97
11129,21150,180,9,1323.55,573.1,11338.85
11130,16713,210,7,11777.78,5745.92,76698.54
11131,7067,101,4,14046.51,14906.62,41279.42
11132,6296,76,7,12796.0,2353.26,87218.74
11133,14475,307,2,9703.61,1296.96,18110.26
11134,588,110,5,7534.36,5265.7,32406.1
11136,29643,10,6,13531.74,19486.48,61703.96
11137,29452,67,4,4875.06,926.91,18573.33
11138,26438,290,4,14761.84,2788.37,56258.99
11139,862,106,7,12760.45,2605.65,86717.5
11140,21213,223,7,10007.02,14154.05,55895.09
11141,11622,326,2,2092.28,845.13,3339.43
11142,18553,246,3,11713.98,0.0,25341.22
11143,8413,202,2,1306.17,496.07,2116.27
11144,19901,323,9,12153.72,21507.28,87876.2
11145,16715,287,9,5295.63,8896.72,38763.95
11146,6927,124,8,14202.85,13246.36,100376.44
11147,24357,69,6,6136.99,7083.79,29738.15
11148,22451,244,6,5207.5,4927.09,26317.91
11149,9128,220,4,2253.21,1763.04,7249.8
11150,12965,20,2,2303.47,871.83,3735.11
11151,8614,108,8,226.44,195.13,1616.39
11152,3027,125,3,6205.2,3185.03,15430.57
11153,3885,184,7,10650.37,10854.39,63698.2
11154,14804,74,5,2427.51,1803.92,10333.63
11155,23473,156,4,12994.52,5092.98,46885.1
11156,3297,115,1,4395.5,1139.54,3255.96
11157,23128,63,4,3963.59,2536.43,13317.93
11158,15341,18,7,1609.8,143.81,11124.79
11159,9693,358,1,4019.39,730.14,3289.25
11160,16357,294,9,8575.51,7193.05,69986.54
11161,9223,300,9,180.96,319.39,1309.25
11162,6803,35,3,12534.44,3154.47,34448.85
11163,9331,228,8,7870.92,10998.79,51968.57
11164,28548,201,3,9471.45,5697.53,22716.82
11165,18867,114,5,3670.52,0.0,17990.74
11166,25136,294,9,792.41,81.16,7050.53
11167,4380,35,2,10187.89,3157.02,17218.76
11168,26670,209,3,4384.58,3805.54,9348.2
11169,1213,360,4,3826.2,400.59,14904.21
11170,7918,289,7,12446.47,20950.85,66174.44
11172,318,53,4,8887.35,1099.12,34450.28
11173,11063,171,7,5007.6,4517.25,30535.95
11174,23525,332,9,5244.52,2681.87,44518.81
11175,3885,52,3,6503.55,2687.88,16822.77
11176,4850,80,2,14048.2,3273.54,24822.86
11177,11191,72,5,3975.87,3858.12,16021.23
11178,25464,228,6,1427.84,1260.67,7306.37
11179,22153,143,2,4776.96,639.96,8913.96
11180,2682,69,9,13024.22,12994.63,104223.35
11181,1890,206,2,11175.14,5072.89,17277.39
11183,18753,322,9,8420.73,14489.03,61297.54
11184,2082,304,5,14166.72,2124.84,68708.76
11185,9255,151,5,4716.94,6497.4,17087.3
11186,6514,53,8,7144.47,0.0,43842.75
11187,4725,52,2,11587.74,6275.68,16899.8
11188,18695,213,8,4773.67,8226.44,29962.92
11189,12557,264,6,8541.03,5897.63,45348.55
11190,15060,299,9,6752.96,5059.0,55717.64
11191,2745,260,4,13162.8,4084.08,48567.12
11192,4005,31,4,9596.05,8784.36,29599.84
11193,19733,93,1,5817.29,1201.71,4615.58
11194,16688,344,7,11955.23,6086.45,77600.16
11195,15434,111,8,8220.93,16355.77,49411.67
11196,11731,133,9,11971.49,10364.08,97379.33
11197,9097,136,9,14524.44,16965.34,113754.62
11198,9979,229,5,6469.69,2227.07,30121.38
11199,23319,274,5,6771.87,5929.27,27930.08
11200,6623,272,1,12555.93,1099.29,11456.64
11201,10041,348,3,6436.17,3335.27,15973.24
11202,21288,112,2,1577.39,809.37,2345.41
11203,2331,328,7,11086.07,22382.9,55219.59
11204,10748,107,4,10051.13,7944.79,32259.73
11205,23247,229,5,8599.43,10425.45,32571.7
11206,12148,269,7,1052.1,1576.56,5788.14
11207,14821,49,2,11469.88,2339.52,20600.24
11208,15906,6,3,3831.36,1203.67,10290.41
11209,3899,195,10,10031.21,17720.67,82591.43
11210,2625,360,9,2824.73,375.3,25047.27
11211,3526,109,9,13184.78,34256.43,84406.59
11212,20213,359,8,6623.01,15267.7,37716.38
11213,6582,307,2,5699.14,2025.75,9372.53
11214,564,7,5,13698.21,0.0,53945.98
11215,18741,293,7,8562.33,3566.37,56369.94
11216,9049,355,2,14581.34,7711.04,21451.64
11217,12493,252,4,13168.57,12240.83,40433.45
11218,12070,322,9,2510.31,1395.59,21197.2
11219,9572,291,7,10651.63,6084.35,68477.06
11220,28442,65,6,13958.18,3806.52,79942.56
11221,13904,22,5,3101.34,1263.59,14243.11
11222,2798,5,1,4992.05,1349.25,3642.8
11223,20162,124,9,6928.29,18349.74,44004.87
11224,4828,12,5,986.41,786.24,4145.81
11225,968,126,1,10122.04,2375.23,7746.81
11226,17521,206,8,912.84,1824.02,5478.7
11227,6156,137,8,820.66,990.28,5575.0
11228,13230,89,5,10123.27,10183.43,40432.92
11229,18540,285,1,8141.93,1908.78,6233.15
11230,14905,96,1,11419.76,351.46,11068.3
11231,766,63,9,3829.75,0.0,33586.71
11232,7762,199,2,2854.73,259.09,5450.37
11233,8582,286,2,2878.47,1631.33,4125.61
11234,12189,63,5,7599.83,6327.34,31671.81
11235,27473,58,8,13226.3,6334.98,99475.42
11236,28856,170,6,63.73,71.98,310.4
11237,10402,91,3,2719.84,1400.5,6759.02
11238,18132,36,2,7058.32,1910.59,12206.05
11239,22247,35,1,5653.62,1445.23,4208.39
11240,3119,143,6,7825.38,4018.06,42934.22
11241,349,25,6,1098.56,1845.22,4746.14
11242,27512,170,8,6591.46,8226.66,44505.02
11243,10935,291,7,7278.29,12286.02,38662.01
11244,8359,301,1,12214.39,1191.53,11022.86
11245,27635,145,5,7772.59,11478.41,27384.54
11246,16173,114,7,12851.73,277.33,89684.78
11247,12750,80,9,687.48,1781.51,4405.81
11248,8471,258,7,1349.22,353.52,9091.02
